feature,odds_ratio
categorical__reporter_country_NL,0.9364120318986114
categorical__reporter_country_DK,0.9358361274230811
categorical__reporter_country_RO,0.934087330232137
bool__is_other_zdrug,0.933027663679998
categorical__rpsr_cod_FGN|HP,0.9301560352297092
categorical__occr_country_RU,0.9293746546117954
categorical__reporter_country_CZ,0.928792569179313
categorical__occr_country_PH,0.9287065235171693
categorical__reporter_country_HU,0.9277204926849826
categorical__occr_country_CZ,0.9271637313312384
bool__indi_soc_skin_and_subcutaneous_tissue_disorders,0.9270466289677739
bool__high_drug_burden_10,0.9259757867169724
categorical__occr_country_JP,0.9251757780596893
categorical__drug_n_bucket_2,0.921832773558433
categorical__rpsr_cod_FGN,0.9195392533499672
categorical__rpsr_cod_HP,0.9187743529976351
categorical__occr_country_SK,0.9184937862513357
categorical__reporter_country_SK,0.9164218069823118
categorical__rpsr_cod_OTH,0.9164097051422226
categorical__reporter_country_NO,0.9122379119416718
bool__indi_soc_metabolism_and_nutrition_disorders,0.9069765337346013
bool__indi_soc_investigations,0.9000077447060424
categorical__occr_country_NO,0.8976286029092924
bool__polypharmacy_5,0.8961256848012693
numeric__therapy_record_n,0.894925349473008
bool__indi_soc_immune_system_disorders,0.8910124538245905
categorical__occr_country_SG,0.8903880455420611
categorical__rpsr_cod_CSM,0.8870012245836915
categorical__occr_country_KR,0.8868420690194866
categorical__reporter_country_RU,0.8851709645185311
categorical__e_sub_Y,0.8848194086314228
bool__is_antiepileptic,0.88371877385479
categorical__reporter_country_KR,0.8826932459301443
categorical__occr_country_TR,0.8799742941168041
categorical__reporter_country_SG,0.8792578389620876
categorical__rpsr_cod_FGN|OTH,0.8777524276160836
categorical__reporter_country_TR,0.8760547090181626
categorical__reporter_country_PL,0.8751153936209892
categorical__sex_clean_M,0.8685673331067066
bool__is_opioid,0.8681163348352654
categorical__reporter_country_SE,0.8598582323804421
categorical__rpsr_cod_HP|LIT,0.8589107229139237
bool__duration_known,0.8544931124871878
categorical__occr_country_IN,0.8514748104345575
categorical__occr_country_SE,0.8428798985919133
categorical__occr_country_PL,0.8419169386241524
categorical__reporter_country_ITALY,0.8318352331427211
categorical__rept_cod_30DAY,0.8136590471857031
categorical__occr_country_NL,0.8128783092820351
categorical__reporter_country_IN,0.810101820114662
categorical__reporter_country_ES,0.80926099160848
categorical__reporter_country_JAPAN,0.8090212700182211
categorical__occr_country_ES,0.7953858782846492
categorical__occr_country_PT,0.7909100021640527
bool__indi_soc_neoplasms_benign_malignant_and_unspecified_incl_cysts_and_polyps,0.7907012699803732
bool__indi_epilepsy,0.7830378231725037
categorical__reporter_country_GERMANY,0.7775481977484926
bool__indi_pain,0.7729669120147744
numeric__log_distinct_drug_n,0.7700935637163955
categorical__reporter_country_PT,0.7670730908644069
bool__indi_soc_blood_and_lymphatic_system_disorders,0.7328096717838987
bool__indi_soc_eye_disorders,0.716334154083947
bool__has_end_dt,0.7025113289496894
bool__indi_soc_gastrointestinal_disorders,0.6839833543474517
categorical__reporter_country_IT,0.6824668175118761
categorical__occr_country_CN,0.673622980531188
categorical__reporter_country_CN,0.6329804258829236
categorical__occr_country_IT,0.6009838064543418
categorical__rept_cod_PER,0.5518501196611637
bool__indi_soc_infections_and_infestations,0.5104646241106761
