analysis_tier,analysis,comparison,outcome_name,outcome_definition,model,model_label,term,coefficient,std_error,p_value,adjusted_reporting_odds_ratio,ci_low,ci_high,exposure_term,is_exposure_term,n_cases,n_outcome,used_covariates,optimization_success,optimization_message
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_GERMANY,-1.0903211054085886,0.054411143499908235,2.539971038519884e-89,0.33610855010371227,0.30210972885317267,0.3739335303158123,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_IN,-1.710160970469021,0.09232307604046577,1.3308315268454668e-76,0.1808366809087802,0.15090408020375087,0.2167065669659152,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_IT,-1.5962528360465114,0.04239454558835925,2.99825636397933e-310,0.2026544765598372,0.18649616212268727,0.22021277222168412,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_JAPAN,-1.4403799454905157,0.04921214752574188,2.5896575230772982e-188,0.23683775614774374,0.21506091137823444,0.26081970162605295,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_JP,-1.1919455257927072,0.03652785589800647,1.4839844559516885e-233,0.30362996912705814,0.2826520034516597,0.32616488482759043,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_NL,-1.0712876605586787,0.04664775944555867,1.032335512092343e-116,0.34256712312353665,0.31263603609266294,0.3753637466486877,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_OTHER,-0.9448704773779074,0.035379564826375574,3.9375539463600925e-157,0.38872991695933634,0.36268769831939496,0.41664205607034166,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_SE,-0.9710588278645749,0.05804243504167143,7.903479750551525e-63,0.3786818668428018,0.3379626440661679,0.4243071203084621,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_UNITED KINGDOM,-1.0441087606119674,0.04948054146492615,7.721373175277823e-99,0.35200540069720027,0.3194709796460249,0.38785307591095397,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_UNITED STATES,-0.45400925750504373,0.03607340674969986,2.5307307033849693e-36,0.6350768539915356,0.5917258541657977,0.6816038333230879,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_US,-0.4587822675447915,0.03389373813933675,9.599877709884576e-42,0.6320528483370751,0.5914295103924162,0.6754664690741347,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_unknown,-0.8466670863961976,0.041239296781541535,1.147733078727425e-93,0.42884184555889493,0.39554345555240045,0.46494342384081194,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,rept_cod_5DAY,1.034547803451703,0.5329817818609406,0.052251412900896556,2.813833542076727,0.989973312377078,7.997851157729234,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,rept_cod_DIR,1.7710125324835093,0.17533165180375587,5.472142660991178e-24,5.876800801597006,4.167718690946947,8.286736755211306,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,rept_cod_EXP,2.354936961283615,0.17457429811555358,1.8008172191240945e-41,10.537464572517122,7.484076456477475,14.836588089763543,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,rept_cod_PER,1.0886172229153703,0.17467348672966798,4.596420208768374e-10,2.9701641567357013,2.1091045633839425,4.182758537017854,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,e_sub_Y,-0.09596622630292095,0.014052613523173068,8.546920353777264e-12,0.9084946987753234,0.8838138259116566,0.9338647953956837,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,indi_insomnia,0.5653105573237168,0.016353675852403233,7.701606571389151e-262,1.7599942769709402,1.7044763571166492,1.817320517258705,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,indi_anxiety,0.09952522277879453,0.0216140651617859,4.131585112184756e-06,1.1046463326386686,1.0588277855332826,1.1524475810742725,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,indi_depression,0.024481269697064413,0.01610607614753542,0.1285104458178542,1.0247833964239796,0.9929389874388954,1.0576490830469025,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,indi_pain,0.08039761941924375,0.012701686197011945,2.456688584322094e-10,1.0837178892955268,1.057071947197985,1.1110355039619488,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,indi_epilepsy,0.4399147668300504,0.026560490300576535,1.2953524802081978e-61,1.5525748819929093,1.4738192524907427,1.6355389306535313,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,indi_dizziness_vertigo,0.6175848055223021,0.05482284009692955,1.9512910381672863e-29,1.8544437864594436,1.6655143812390878,2.0648046008342265,is_zolpidem_suspect,False,4154673,132456,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
