analysis_tier,analysis,comparison,outcome_name,outcome_definition,model,model_label,term,coefficient,std_error,p_value,adjusted_reporting_odds_ratio,ci_low,ci_high,exposure_term,is_exposure_term,n_cases,n_outcome,used_covariates,optimization_success,optimization_message
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,sex_clean_M,-0.3530609420927362,0.005916560031478009,0.0,0.7025343781574062,0.6944346715417585,0.7107285576586226,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,year_standardized,-0.08122695165580848,0.004192422033695643,1.2617583585470627e-83,0.9219844218073021,0.9144395199891013,0.9295915754663322,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,quarter_Q2,0.00828326876822845,0.008119504033763346,0.3076481735286165,1.0083176699581375,0.9923983729160976,1.0244923322095825,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,quarter_Q3,-0.0035748077056776263,0.008063562374281017,0.657528082090155,0.9964315743122947,0.9808074680885878,1.0123045700512552,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,quarter_Q4,0.033744418223722934,0.008014751674501355,2.5504458972137706e-05,1.0343202195443337,1.0181994207569467,1.0506962533556712,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,polypharmacy_5,0.12738622852618908,0.008376208137915406,3.124713595514602e-52,1.1358556329202611,1.117360449439697,1.1546569591608908,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,distinct_drug_n_standardized,0.029761833845024472,0.00319254218764473,1.1384592311212641e-20,1.0302091437822647,1.0237829754704235,1.036675648415535,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,is_benzo,0.17511851463278133,0.012991439985778248,2.0641546976874973e-41,1.191387405086557,1.161434361918128,1.2221129282370384,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,is_antidepressant,0.49708386047413783,0.010441621332683677,0.0,1.6439203728816376,1.6106191313721598,1.6779101525218698,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,is_antipsychotic,0.3940495175612751,0.016386840728487867,9.037482846779355e-128,1.4829739801115949,1.4361011400177175,1.5313767007112693,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,is_opioid,0.08633835627031863,0.01168743961573257,1.498659488342696e-13,1.0901751335000003,1.0654863861886361,1.1154359521692956,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,is_antiepileptic,0.3395119385329945,0.012059945261389187,2.2631242685318057e-174,1.404262057086323,1.3714586482109492,1.4378500784873811,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_AU,-0.47620476454538385,0.04450649491242769,1.0214240964970655e-26,0.6211362825363956,0.5692498191985045,0.6777521370605764,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_BR,-0.24949952867673236,0.04320067965129808,7.678818240641958e-09,0.7791906480798613,0.7159311292108156,0.848039764277849,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_CA,-0.11714047942462176,0.03518403251352323,0.0008704431245584684,0.8894602335246583,0.8301906415246072,0.9529612446231001,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_CN,-2.49675799570509,0.07049883730555001,9.826811894156411e-275,0.08235155038950158,0.0717237619897593,0.09455412911167316,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_CO,-0.36585756752410203,0.05076110797907365,5.701414610327748e-13,0.6936015855656574,0.62791685926827,0.7661574178145405,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_COUNTRY NOT SPECIFIED,-0.19920509707988115,0.03726145829257797,8.984806448584523e-08,0.819381823278914,0.7616743221994144,0.881461476056037,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_DE,-0.4772576846072986,0.03693699172597655,3.4328467463112874e-38,0.6204826198709867,0.5771501286085127,0.667068519052713,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_ES,-1.495051266409215,0.047586534216456186,1.1661206488109897e-216,0.2242371086044844,0.204268666365683,0.24615758143387337,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_EU,-0.9756483284123013,0.050325684076189994,9.99708513346801e-84,0.3769478882988904,0.34154191940010603,0.4160242196406321,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_FR,-0.8604668707514342,0.03608959196305978,1.2107118666514095e-125,0.422964566429182,0.3940800683311653,0.45396618309629416,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_FRANCE,-0.36919367729082847,0.04198476592593748,1.449519863019966e-18,0.6912915100171576,0.636683691491193,0.7505829946775264,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_GB,-0.999438783914679,0.03686582975234044,7.47201119735557e-162,0.3680859589764232,0.3424277876493733,0.3956667013669008,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_GERMANY,-1.0905272507928998,0.054405472479927795,2.2570550923925735e-89,0.3360392700186111,0.3020508140203929,0.37385229819978927,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_IN,-1.7111193411036767,0.0923238661840902,1.1005988401149914e-76,0.1806634553645246,0.15075929396923762,0.2164993165257832,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
sensitivity,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,strict_fall,OCMQ-compatible narrow fall event,extended_report_indication_adjusted,Extended report-indication adjustment model,reporter_country_IT,-1.5911831398782508,0.04238545274587652,1.9917971816516686e-308,0.20368448188407298,0.1874473822924538,0.221328074326773,is_zolpidem_suspect_ps,False,4154233,132465,age_group;sex_clean;year;quarter;polypharmacy_5;distinct_drug_n;is_benzo;is_antidepressant;is_antipsychotic;is_opioid;is_antiepileptic;reporter_country;rept_cod;e_sub;indi_insomnia;indi_anxiety;indi_depression;indi_pain;indi_epilepsy;indi_dizziness_vertigo,True,converged
