analysis_tier,analysis,comparison,exposure_definition,outcome_name,outcome_definition,a,b,c,d,n,exposed_n,unexposed_n,reporting_rate_exposed,reporting_rate_unexposed,ror,ror_ci_low,ror_ci_high,prr,prr_ci_low,prr_ci_high,chi_square_yates,p_value,expected_a,ic,ic025,ic975,ebgm,eb05,eb95,signal_flag_mhra,signal_flag_ror,signal_flag_ic,signal_flag_ebgm,raw_signal_detected,stability_status,is_stable_signal,conclusion
primary,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,OCMQ-compatible narrow fall event,1058,6740,131398,4015477,4154673,7798,4146875,0.1356758143113619,0.0316860286360211,4.797049047488088,4.494945481428152,5.119456878639384,4.281881325989961,4.047580429879835,4.529745117481424,2723.6325801444004,0.0,248.6096710860277,2.0871683323891057,1.9989094289012193,2.172772747589498,4.240621105578331,4.030481762266459,4.459321383876359,True,True,True,True,True,stable,True,signal_detected
