n_rows,positive_cases,positive_rate,threshold,roc_auc,average_precision,brier_score,accuracy,precision,recall,f1,specificity,tn,fp,fn,tp,top_5pct_n,top_5pct_positive_cases,top_5pct_positive_rate,top_5pct_lift,top_10pct_n,top_10pct_positive_cases,top_10pct_positive_rate,top_10pct_lift,fold,train_rows,valid_rows,train_positive_rate,valid_positive_rate
133334,4309,0.03231733841330793,0.5,0.762175844513556,0.12210343544791916,0.1549578137441521,0.820323398383008,0.09076897442306091,0.505685773961476,0.15391135440579198,0.830831234256927,107198,21827,2130,2179,6667,963,0.14444277786110696,4.469513423841457,13334,1544,0.11579421028948553,3.5830367219165153,1,266666,133334,0.032310080775201935,0.03231733841330793
133333,4308,0.032310080775201935,0.5,0.7566299744332763,0.12005456935643177,0.15563423606108523,0.816159540398851,0.08874776095098519,0.5060352831940576,0.15101136048766972,0.8265142414260802,106641,22384,2128,2180,6667,982,0.1472926353682316,4.558720740843181,13334,1515,0.1136193190340483,3.5165284737155904,2,266667,133333,0.03231370960786299,0.032310080775201935
133333,4308,0.032310080775201935,0.5,0.7635641273914044,0.1259090587172535,0.15553282672749721,0.8257820644551611,0.09311427465485356,0.5025533890436398,0.15711745709205704,0.8365743073047859,107939,21086,2143,2165,6667,973,0.14594270286485675,4.5169402045218074,13334,1532,0.11489425528723564,3.5559878691302207,3,266667,133333,0.03231370960786299,0.032310080775201935
