n_rows,positive_cases,positive_rate,threshold,roc_auc,average_precision,brier_score,accuracy,precision,recall,f1,specificity,tn,fp,fn,tp,top_5pct_n,top_5pct_positive_cases,top_5pct_positive_rate,top_5pct_lift,top_10pct_n,top_10pct_positive_cases,top_10pct_positive_rate,top_10pct_lift,fold,train_rows,valid_rows,train_positive_rate,valid_positive_rate
1170570,37824,0.032312463158973834,0.5,0.8205786192337627,0.19440638789095233,0.04244131578839333,0.9562221823556045,0.27297946479921514,0.21333016074450084,0.23949660893697222,0.981028403543248,1111256,21490,29755,8069,58529,12218,0.20875121734524765,6.460393202406582,117057,17809,0.15213955594283127,4.708386209813875,1,2341138,1170570,0.03231163647764463,0.032312463158973834
1170569,37823,0.03231163647764463,0.5,0.8201278473384086,0.19247981399116898,0.04237515177372144,0.9562580249434249,0.27087471744640046,0.20910557068450414,0.23601557720714403,0.9812058484426341,1111457,21289,29914,7909,58529,12143,0.2074698012950845,6.420900452956819,117057,17831,0.15232749856907318,4.714323233812798,2,2341139,1170569,0.03231204981848579,0.03231163647764463
1170569,37823,0.03231163647764463,0.5,0.8208747832122272,0.1945949087471719,0.04237547070716129,0.9566415990855729,0.276658951949981,0.21174946461147978,0.23989097226382317,0.9815139492878369,1111806,20940,29814,8009,58529,12216,0.20871704625057663,6.4595009415564935,117057,17843,0.1524300127288415,4.717495903814802,3,2341139,1170569,0.03231204981848579,0.03231163647764463
