mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__scale_pos_weight,param_model__reg_lambda,param_model__reg_alpha,param_model__n_estimators,param_model__min_child_weight,param_model__max_depth,param_model__learning_rate,param_model__gamma,param_model__colsample_bytree,params,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_neg_brier_score,split1_test_neg_brier_score,split2_test_neg_brier_score,mean_test_neg_brier_score,std_test_neg_brier_score,rank_test_neg_brier_score
160.27684259414673,0.1858295852442609,20.829991976420086,0.02933559197195162,0.7,5.0,1.0,1.0,600,3,6,0.08,0.0,0.9,"{'model__subsample': 0.7, 'model__scale_pos_weight': 5.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 1.0, 'model__n_estimators': 600, 'model__min_child_weight': 3, 'model__max_depth': 6, 'model__learning_rate': 0.08, 'model__gamma': 0.0, 'model__colsample_bytree': 0.9}",0.19440638789095233,0.19247981399116898,0.1945949087471719,0.19382703687643107,0.000955734326835606,1,0.8205786192337627,0.8201278473384086,0.8208747832122272,0.8205270832614661,0.0003071050495945373,5,-0.042441315948963165,-0.04237515106797218,-0.04237547144293785,-0.04239731281995773,3.111518580726763e-05,6
269.8657042980194,0.39442206860954454,33.17289614677429,0.4543968600020212,1.0,5.0,1.0,0.5,1200,3,6,0.05,0.5,0.7,"{'model__subsample': 1.0, 'model__scale_pos_weight': 5.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.5, 'model__n_estimators': 1200, 'model__min_child_weight': 3, 'model__max_depth': 6, 'model__learning_rate': 0.05, 'model__gamma': 0.5, 'model__colsample_bytree': 0.7}",0.19266645416730951,0.19046664861647214,0.19157672363818545,0.1915699421406557,0.0008980796575305521,2,0.818952506259716,0.8181504956968463,0.8185554237018493,0.8185528085528038,0.00032742466308253657,6,-0.042364511638879776,-0.0423697791993618,-0.042386721819639206,-0.04237367088596026,9.475651280241448e-06,5
210.61994775136313,0.1744061867199886,26.477044820785522,0.1039975580867152,1.0,5.0,10.0,0.0,900,10,6,0.05,2.0,0.8,"{'model__subsample': 1.0, 'model__scale_pos_weight': 5.0, 'model__reg_lambda': 10.0, 'model__reg_alpha': 0.0, 'model__n_estimators': 900, 'model__min_child_weight': 10, 'model__max_depth': 6, 'model__learning_rate': 0.05, 'model__gamma': 2.0, 'model__colsample_bytree': 0.8}",0.18801911700104718,0.18653835155165602,0.18796552486638046,0.18750766447302789,0.0006857568489770418,3,0.8164277120685794,0.8163298022616139,0.816982478240128,0.8165799975234403,0.0002873901274736948,10,-0.042605768889188766,-0.042595334351062775,-0.04258790239691734,-0.042596335212389626,7.328218476906039e-06,8
303.1688102881114,0.29802711351020167,35.843448082605995,0.07113466635012103,0.7,30.0,10.0,0.1,1200,20,6,0.05,0.0,0.8,"{'model__subsample': 0.7, 'model__scale_pos_weight': 30.0, 'model__reg_lambda': 10.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 1200, 'model__min_child_weight': 20, 'model__max_depth': 6, 'model__learning_rate': 0.05, 'model__gamma': 0.0, 'model__colsample_bytree': 0.8}",0.18579084299655513,0.1853228528823034,0.18745434399586353,0.18618934662490738,0.0009146647648743066,4,0.8216765073605755,0.8211221600939881,0.8221464891399156,0.8216483855314931,0.00041865309946375066,2,-0.16596071422100067,-0.1657467931509018,-0.1662203073501587,-0.16597593824068704,0.00019361086799046787,28
224.3448097705841,0.7846848536913915,27.614643176396687,0.2760765748363971,0.8,40.0,5.0,1.0,900,20,6,0.08,0.5,1.0,"{'model__subsample': 0.8, 'model__scale_pos_weight': 40.0, 'model__reg_lambda': 5.0, 'model__reg_alpha': 1.0, 'model__n_estimators': 900, 'model__min_child_weight': 20, 'model__max_depth': 6, 'model__learning_rate': 0.08, 'model__gamma': 0.5, 'model__colsample_bytree': 1.0}",0.18590918559612865,0.1849595074818261,0.18749132782028324,0.18612000696607933,0.0010443060835078383,5,0.8222604550891801,0.8210595529548673,0.8225323103545021,0.8219507727995164,0.0006398858908395242,1,-0.2017584890127182,-0.20123733580112457,-0.20203708112239838,-0.20167763531208038,0.0003314625523393326,43
303.2245301405589,0.545964268821653,35.561420917510986,0.06617026073019654,0.7,40.0,5.0,0.1,1200,20,6,0.05,0.0,1.0,"{'model__subsample': 0.7, 'model__scale_pos_weight': 40.0, 'model__reg_lambda': 5.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 1200, 'model__min_child_weight': 20, 'model__max_depth': 6, 'model__learning_rate': 0.05, 'model__gamma': 0.0, 'model__colsample_bytree': 1.0}",0.18535328993588943,0.1842620611895575,0.18649789875754466,0.18537108329433052,0.0009128635751703286,6,0.8217227664271545,0.8207736097112017,0.8218146110325517,0.8214369957236359,0.0004705809239689459,3,-0.203469917178154,-0.2031106799840927,-0.20375297963619232,-0.20344452559947968,0.0002628317078442659,44
275.02783981959027,0.6623297749174105,33.02615308761597,0.1470185829766835,0.7,30.0,10.0,0.1,1200,1,5,0.08,0.0,1.0,"{'model__subsample': 0.7, 'model__scale_pos_weight': 30.0, 'model__reg_lambda': 10.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 1200, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 0.08, 'model__gamma': 0.0, 'model__colsample_bytree': 1.0}",0.18382124664490432,0.1824830620651548,0.18521603894761116,0.1838401158858901,0.001115812916278755,7,0.8211216436078108,0.8200761103820263,0.8214803965106167,0.8208927168334846,0.0005957127292805728,4,-0.1662435233592987,-0.16586050391197205,-0.16650602221488953,-0.1662033498287201,0.0002650583637235758,29
152.29852056503296,0.6656305931737397,20.57539502779643,0.5273003340537052,1.0,10.0,1.0,0.1,600,5,6,0.05,1.0,0.7,"{'model__subsample': 1.0, 'model__scale_pos_weight': 10.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 600, 'model__min_child_weight': 5, 'model__max_depth': 6, 'model__learning_rate': 0.05, 'model__gamma': 1.0, 'model__colsample_bytree': 0.7}",0.18396670351166283,0.18298793701727642,0.18443088030773758,0.1837951736122256,0.0006014361782003838,8,0.8153329566304797,0.8154691995773328,0.8160728689678758,0.8156250083918962,0.0003215326388610898,12,-0.07013136148452759,-0.06995602697134018,-0.07010489702224731,-0.07006409515937169,7.717573836924436e-05,13
202.36060420672098,0.2563405016568419,25.55120261510213,0.08025506375039487,0.9,5.0,10.0,0.1,900,5,5,0.05,1.0,1.0,"{'model__subsample': 0.9, 'model__scale_pos_weight': 5.0, 'model__reg_lambda': 10.0, 'model__reg_alpha': 0.1, 'model__n_estimators': 900, 'model__min_child_weight': 5, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__gamma': 1.0, 'model__colsample_bytree': 1.0}",0.18381707348016044,0.18265333823404753,0.1837993635698749,0.18342325842802762,0.0005444637968095058,9,0.8153769784807157,0.814983820846205,0.8156997591453585,0.8153535194907597,0.0002927509239450473,13,-0.04284389317035675,-0.04277852177619934,-0.042792804539203644,-0.042805073161919914,2.8062360568757662e-05,10
96.15609908103943,0.4207542200041972,14.188333749771118,0.04326002777312035,0.8,5.0,1.0,0.0,300,1,6,0.05,2.0,0.8,"{'model__subsample': 0.8, 'model__scale_pos_weight': 5.0, 'model__reg_lambda': 1.0, 'model__reg_alpha': 0.0, 'model__n_estimators': 300, 'model__min_child_weight': 1, 'model__max_depth': 6, 'model__learning_rate': 0.05, 'model__gamma': 2.0, 'model__colsample_bytree': 0.8}",0.18413032199914361,0.18276083356705572,0.18319830471567222,0.1833631534272905,0.0005711135115995182,10,0.8123134824984719,0.812763189445152,0.813290041571383,0.8127889045050023,0.0003990930166837064,16,-0.04236742854118347,-0.04233193024992943,-0.04234470799565315,-0.04234802226225535,1.468038243875279e-05,3
267.71730915705365,0.13307086207555216,32.57576688130697,0.2150208099906999,1.0,40.0,10.0,1.0,1200,1,6,0.05,2.0,0.9,"{'model__subsample': 1.0, 'model__scale_pos_weight': 40.0, 'model__reg_lambda': 10.0, 'model__reg_alpha': 1.0, 'model__n_estimators': 1200, 'model__min_child_weight': 1, 'model__max_depth': 6, 'model__learning_rate': 0.05, 'model__gamma': 2.0, 'model__colsample_bytree': 0.9}",0.18244693465072992,0.18132310299587467,0.18346782655214108,0.1824126213995819,0.0008759158378916964,11,0.8176960923440175,0.8176030069107542,0.8182878335465282,0.8178623109337666,0.0003032802278971786,8,-0.2071625143289566,-0.20671309530735016,-0.2074418067932129,-0.20710580547650656,0.00030018552915013415,45
