mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_neg_brier_score,split1_test_neg_brier_score,split2_test_neg_brier_score,mean_test_neg_brier_score,std_test_neg_brier_score,rank_test_neg_brier_score
58.01908286412557,0.48135247466973236,0.80092986424764,0.004196044432109755,balanced_subsample,20,sqrt,10,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__n_estimators': 200}",0.16527811123103922,0.16065021335534393,0.16056446706654287,0.16216426388430868,0.00220210082732625,1,0.799296261673712,0.7923092683016344,0.7988941694880737,0.7968332331544734,0.003203135237412416,1,-0.14668924913467343,-0.1468744666976715,-0.14720172562555292,-0.14692181381929928,0.00021187944822605292,3
45.88025561968485,0.49787305772457846,0.7727399667104086,0.00692875803085644,balanced_subsample,20,sqrt,30,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 30, 'model__n_estimators': 200}",0.16571171079285216,0.15902175516852585,0.15510692468035847,0.1599467968805788,0.004378519441524587,2,0.7996747505896127,0.7917070641049928,0.797949654369776,0.7964438230214604,0.0034226357305908645,2,-0.16650418303292563,-0.16728508078598003,-0.16753864894889026,-0.16710930425593196,0.00044022946608174936,6
519.084015528361,4.601072245372258,0.8874822457631429,0.06935888793929106,balanced_subsample,20,0.5,30,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 20, 'model__max_features': 0.5, 'model__min_samples_leaf': 30, 'model__n_estimators': 200}",0.157560065588354,0.15593319381313303,0.1605261767413536,0.15800647871428022,0.0019014619908517463,3,0.7934555752214301,0.7912226717523055,0.7988878673113851,0.7945220380950402,0.0032188831432993148,3,-0.10962783464245845,-0.10974574012642455,-0.10981758427738349,-0.1097303863487555,7.822205509564297e-05,2
207.3352313041687,3.4563506388518386,0.7548686663309733,0.0378868753608767,balanced_subsample,12,0.5,30,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 12, 'model__max_features': 0.5, 'model__min_samples_leaf': 30, 'model__n_estimators': 200}",0.15363855081828973,0.1501658102837144,0.15521121656402034,0.1530051925553415,0.002107903879888151,4,0.7898002976696216,0.7837879680058837,0.7918831202593122,0.7884904619782724,0.0034321640068908973,4,-0.1571591304436442,-0.15706089487197103,-0.15800790269931198,-0.15740930933830907,0.0004251651175430182,5
25.307367245356243,0.490452403924063,0.7349991003672282,0.02724724150961173,balanced_subsample,12,sqrt,10,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 12, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__n_estimators': 200}",0.15860571273803015,0.15223250916125133,0.14539452184746085,0.1520775812489141,0.005394558565831633,5,0.7898815612335027,0.7786202739746729,0.7851765679925345,0.78455946773357,0.004618062886007589,5,-0.18372178134298137,-0.18392410620694877,-0.18421999980854858,-0.18395529578615957,0.00020458902259008378,9
23.5030357837677,0.23713578958529416,0.6970622539520264,0.008970921210771303,balanced_subsample,12,sqrt,30,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 12, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 30, 'model__n_estimators': 200}",0.1571569692643393,0.14834560371520905,0.1433902405954564,0.14963093785833492,0.005693257266584418,6,0.7886106543133339,0.7787800835384735,0.7849548475936498,0.7841151951484857,0.004056993353982497,7,-0.18895537146458163,-0.1887087317263609,-0.18899973939442424,-0.1888879475284556,0.00012801264544297039,10
583.6430517832438,1.666522349663999,0.8292076587677002,0.03894772938551192,balanced_subsample,20,0.5,10,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 20, 'model__max_features': 0.5, 'model__min_samples_leaf': 10, 'model__n_estimators': 200}",0.14884886288295085,0.1461012527618831,0.1523331167416061,0.14909441079548003,0.002550065685226275,7,0.7840756977831802,0.7804830151570679,0.7887531198293322,0.78443727758986,0.0033859230932397092,6,-0.08554752810640076,-0.08617268038502142,-0.08568045276746229,-0.08580022041962815,0.0002689015442439147,1
89.17954007784526,0.339685203505279,0.6500125726064047,0.008478496893141596,balanced_subsample,8,0.5,30,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 0.5, 'model__min_samples_leaf': 30, 'model__n_estimators': 200}",0.1456565809002442,0.139872419565729,0.14479190689957333,0.14344030245518216,0.0025474505577797613,8,0.7772223887233946,0.7664900563957557,0.7754775666437644,0.7730633372543049,0.004702277246641099,9,-0.18311358617380172,-0.18302100685577066,-0.18386730868994366,-0.18333396723983872,0.0003790185213872258,8
211.4182422955831,1.3589812745445868,0.7588380972544352,0.03723643832492381,balanced_subsample,12,0.5,10,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 12, 'model__max_features': 0.5, 'model__min_samples_leaf': 10, 'model__n_estimators': 200}",0.14415422765643626,0.1369146840215421,0.14756345382122768,0.14287745516640202,0.0044400965121008384,9,0.7857568418079631,0.7779116083288041,0.7854443448353905,0.7830375983240526,0.0036268667527226315,8,-0.15213755545554095,-0.15233765533844504,-0.15336910781825883,-0.1526147728707483,0.0005396146159136,4
82.75337338447571,2.2200668312751914,0.618687629699707,0.0024985831274473595,balanced_subsample,8,0.5,10,200,"{'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 0.5, 'model__min_samples_leaf': 10, 'model__n_estimators': 200}",0.14321605219420908,0.13594305499613754,0.1414399629126741,0.14019969003434027,0.0030960006105013424,10,0.776388311230996,0.7652914833179423,0.7743079380619988,0.7719959108703124,0.004816222567829513,10,-0.1820650800651379,-0.1820161233634229,-0.1828237352023072,-0.18230164621028933,0.00036971329103363293,7
