feature,odds_ratio
categorical__rpsr_cod_CSM|FGN|HP,0.9973365717696954
categorical__rpsr_cod_DT|FGN|HP,0.997302591122013
categorical__reporter_country_UY,0.9973004087557492
categorical__occr_country_UY,0.9973004087557492
categorical__reporter_country_GUATEMALA,0.9972976440137026
categorical__reporter_country_VN,0.9972477121347727
categorical__rpsr_cod_HP|SDY,0.9972186889980531
categorical__occr_country_AT,0.9972001845926141
categorical__reporter_country_IL,0.997020788870948
categorical__reporter_country_TN,0.99697185315517
categorical__reporter_country_CR,0.9969690328293599
categorical__occr_country_EE,0.9968831970913934
categorical__reporter_country_UA,0.9968090564836085
categorical__reporter_country_RUSSIAN FEDERATION,0.996771963177128
categorical__reporter_country_IE,0.9967482383368071
categorical__rpsr_cod_FGN|LIT,0.9966887119800764
categorical__reporter_country_PERU,0.9965928431857134
categorical__reporter_country_GT,0.9964389033247164
categorical__reporter_country_EE,0.9964304385270331
categorical__occr_country_CR,0.9964020942712365
categorical__reporter_country_NEW ZEALAND,0.9963694971486435
categorical__occr_country_TN,0.9962422020280199
categorical__occr_country_IL,0.9962017840322482
categorical__distinct_drug_n_bucket_5-9,0.9960313568135244
categorical__reporter_country_KW,0.9959753774168731
categorical__occr_country_GT,0.9958506876921411
categorical__reporter_country_LB,0.9957876432053017
categorical__reporter_country_JAMAICA,0.9956747653326107
categorical__rpsr_cod_CR|CSM,0.9956187117417682
categorical__reporter_country_ECUADOR,0.9956033527836353
categorical__reporter_country_BD,0.9955802157738995
bool__multiple_zdrug,0.9955737373645122
categorical__reporter_country_AE,0.9955535255639736
categorical__reporter_country_SOUTH AFRICA,0.9955075128265399
categorical__occr_country_KW,0.9954162745851042
categorical__occr_country_VE,0.9953894748025974
categorical__reporter_country_EG,0.9952666415109143
categorical__occr_country_EG,0.9952666415109143
categorical__occr_country_LT,0.9951919546524836
categorical__reporter_country_LT,0.9951919546524836
categorical__rpsr_cod_CSM|OTH,0.995052736400086
categorical__reporter_country_BG,0.9948997099725546
categorical__rpsr_cod_SDY,0.9945475343776149
categorical__occr_country_SA,0.9944154762005641
categorical__reporter_country_SA,0.9944154762005641
categorical__occr_country_IR,0.9942051562658377
categorical__reporter_country_IR,0.9942051562658377
categorical__reporter_country_EC,0.9941899458583044
categorical__reporter_country_HK,0.9940292885762997
categorical__occr_country_HK,0.9940292885762997
categorical__reporter_country_SPAIN,0.9938186520558973
categorical__rpsr_cod_CSM|FGN|OTH,0.9937563889526707
categorical__occr_country_PA,0.9937499584903897
categorical__reporter_country_SI,0.9934506013170225
categorical__occr_country_SI,0.9934506013170225
categorical__rpsr_cod_DT|HP,0.9933028549780605
categorical__reporter_country_GREECE,0.9932203202224389
categorical__occr_country_TH,0.9931493927422672
categorical__cns_coprescription_bucket_2,0.9929466537365305
categorical__reporter_country_TH,0.9928849124496787
categorical__reporter_country_PH,0.9928547815808231
categorical__rpsr_cod_FGN|HP|LIT|OTH,0.9928391639214957
categorical__occr_country_BD,0.992467735436684
categorical__reporter_country_MY,0.9923872619425883
categorical__occr_country_MY,0.9922322350515506
categorical__occr_country_PH,0.9921362807859007
categorical__occr_country_LB,0.991880720091962
categorical__occr_country_EC,0.991812269890447
categorical__drug_n_bucket_0-1,0.991126644814038
categorical__occr_country_BG,0.9905108447847409
categorical__occr_country_IN,0.9900252718134815
bool__indi_soc_injury_poisoning_and_procedural_complications,0.9899621259029241
categorical__reporter_country_VENEZUELA,0.9895763827900683
categorical__reporter_country_POLAND,0.9893064804460783
categorical__reporter_country_SWEDEN,0.9892769703156048
categorical__reporter_country_ISRAEL,0.9891463505874207
categorical__reporter_country_NORWAY,0.9889915490061121
categorical__rpsr_cod_FGN,0.9888851215716715
numeric__interacting_drug_n,0.9887272707200567
categorical__occr_country_SK,0.9884323855682537
categorical__reporter_country_SK,0.9884323855682537
categorical__rpsr_cod_OTH,0.9882673936801349
categorical__reporter_country_IRELAND,0.9881480109315256
categorical__reporter_country_HU,0.9880747975477944
categorical__reporter_country_AUSTRIA,0.9879479690348896
bool__has_start_dt,0.9878984738232665
categorical__reporter_country_CL,0.9878529833475564
categorical__rpsr_cod_CR|FGN|HP,0.9873474179519061
categorical__occr_country_CL,0.9862854534327351
categorical__reporter_country_NZ,0.9859976759142383
categorical__occr_country_NZ,0.9859976759142383
categorical__reporter_country_PE,0.9857109512522798
categorical__occr_country_PE,0.9857109512522798
bool__zolpidem_as_ps,0.985043944122569
categorical__occr_country_HU,0.9842145958986434
categorical__reporter_country_MEXICO,0.9841696736196734
categorical__occr_country_SG,0.9840233515852206
numeric__indi_mapped_n,0.9839856302570316
categorical__occr_country_HR,0.9837590797828812
categorical__reporter_country_HR,0.9837590797828812
categorical__reporter_country_BELGIUM,0.9834944027942604
numeric__indi_n,0.9834895624669732
numeric__distinct_indi_n,0.9834895624669732
numeric__year,0.9832903831757965
categorical__reporter_country_SG,0.983204346157204
categorical__occr_country_NO,0.983146341271373
categorical__reporter_country_NO,0.983146341271373
categorical__reporter_country_ZA,0.9830512952987811
bool__indi_soc_social_circumstances,0.9829188796366212
categorical__rpsr_cod_HP|OTH,0.982908826881483
categorical__occr_country_PL,0.9823963539297673
categorical__rept_cod_30DAY,0.9823124302884745
categorical__reporter_country_ES,0.9812487601007275
categorical__reporter_country_PL,0.9809251759810412
categorical__reporter_country_BE,0.9809224569065514
categorical__occr_country_ZA,0.9808541299353386
categorical__drug_n_bucket_10-19,0.9802828764609685
categorical__reporter_country_US,0.9797734813268265
categorical__reporter_country_NETHERLANDS,0.9795847365464011
categorical__occr_country_BE,0.9794073095229404
bool__indi_soc_ear_and_labyrinth_disorders,0.9792922397233645
bool__is_eszopiclone,0.9773329914685789
categorical__occr_country_RU,0.9765472639751189
categorical__reporter_country_RU,0.9765472639751189
categorical__occr_country_KR,0.9751523821810028
categorical__rpsr_cod_CSM|FGN,0.974014101394315
categorical__reporter_country_CH,0.9739061126450002
categorical__reporter_country_KR,0.973777034079752
bool__indi_soc_hepatobiliary_disorders,0.9736008103739292
categorical__reporter_country_RO,0.9722501596177967
categorical__occr_country_RO,0.9721167560383338
categorical__reporter_country_TR,0.9709571803845498
categorical__occr_country_SE,0.9704499744589423
categorical__rpsr_cod_HP,0.9699724381696152
categorical__rpsr_cod_CR|HP,0.9695886009306174
bool__indi_dizziness_vertigo,0.9692441013699102
categorical__reporter_country_ITALY,0.9656929691215642
categorical__occr_country_TR,0.9639608181683081
categorical__occr_country_MX,0.9638685481152317
categorical__occr_country_ES,0.9631076284944614
categorical__occr_country_JP,0.9616891453110562
categorical__reporter_country_IN,0.9614960114481097
bool__is_zolpidem,0.9603968843487187
categorical__reporter_country_JP,0.9600439125782892
categorical__cns_coprescription_bucket_3+,0.9585748737363122
categorical__occr_country_DK,0.9585438429371906
categorical__reporter_country_GERMANY,0.9580765102970814
bool__indi_soc_general_disorders_and_administration_site_conditions,0.9569933528266459
categorical__reporter_country_DK,0.95694211171723
categorical__reporter_country_MX,0.9556272985501659
categorical__reporter_country_FR,0.9546471226448011
categorical__distinct_drug_n_bucket_3-4,0.9538237827497267
bool__indi_soc_skin_and_subcutaneous_tissue_disorders,0.9533790159528168
categorical__reporter_country_PT,0.9533177085979758
categorical__occr_country_PT,0.9520396712379299
categorical__quarter_Q3,0.9516198652453032
numeric__indi_unmapped_n,0.9485828378544655
bool__indi_soc_congenital_familial_and_genetic_disorders,0.9480107026746011
numeric__zdrug_count,0.9470126054486155
bool__indi_soc_respiratory_thoracic_and_mediastinal_disorders,0.9462491067434842
categorical__reporter_country_GR,0.9443086105961546
categorical__occr_country_GR,0.9442144240050571
categorical__reporter_country_SE,0.9439534168541742
categorical__occr_country_FR,0.9411421018175993
categorical__reporter_country_JAPAN,0.9303693595633065
bool__has_rpsr,0.9226330921691022
categorical__reporter_country_NL,0.9203653721227236
bool__indi_soc_eye_disorders,0.9128537849649331
bool__indi_soc_reproductive_system_and_breast_disorders,0.9115897391445664
categorical__occr_country_NL,0.909790497281051
categorical__rpsr_cod_CSM,0.9083007567587784
categorical__drug_n_bucket_2,0.9075908617276266
bool__high_drug_burden_10,0.9044221939911864
bool__indi_epilepsy,0.9025257487724648
bool__indi_depression,0.9021646234743824
bool__polypharmacy_5,0.9008328650133631
categorical__quarter_Q4,0.8989035563999551
bool__indi_soc_immune_system_disorders,0.8967816786180353
categorical__age_group_65-74,0.8893846624469705
categorical__occr_country_CN,0.8871263651583766
bool__indi_soc_metabolism_and_nutrition_disorders,0.8816702669077943
categorical__reporter_country_CN,0.8816244786904478
bool__indi_soc_blood_and_lymphatic_system_disorders,0.8745305284305276
bool__indi_soc_endocrine_disorders,0.8735136280122304
categorical__occr_country_IT,0.8588425718229714
bool__indi_soc_gastrointestinal_disorders,0.8565369303504131
bool__is_opioid,0.8441000316864543
categorical__sex_clean_M,0.8376275683805078
categorical__reporter_country_IT,0.8307494972129228
bool__duration_known,0.8298493853370631
numeric__log_distinct_drug_n,0.8241771220869881
categorical__cns_coprescription_bucket_0,0.8223279460426097
numeric__therapy_record_n,0.8193125127660694
bool__indi_soc_infections_and_infestations,0.8186788220249053
categorical__distinct_drug_n_bucket_10-19,0.8180914614905753
categorical__e_sub_Y,0.7997620659155886
bool__indi_soc_neoplasms_benign_malignant_and_unspecified_incl_cysts_and_polyps,0.7941654895589871
bool__indi_pain,0.7886811663980543
bool__is_antiepileptic,0.7645726529213009
bool__has_end_dt,0.6903521958029926
categorical__rept_cod_PER,0.5380442602191109
