year,analysis,outcome_name,outcome_definition,conclusion,a,b,c,d,n,ror,ror_ci_low,ror_ci_high,prr,prr_ci_low,prr_ci_high,ic,ic025,ic975,ebgm,eb05,eb95,chi_square_yates,expected_a,signal_flag_mhra,signal_flag_ror,signal_flag_ic,signal_flag_ebgm
2012,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,24,153,6035,137840,144052,3.582760693341131,2.328076728370963,5.513638802932473,3.2325558535660623,2.2266158316280835,4.692959242449867,1.6246930546282026,0.9897761094581136,2.143842888353372,2.901383831031568,2.058315070555897,3.996811492474079,36.18853073863826,7.444832421625524,True,True,True,True
2012,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,66,248,12302,131435,144051,2.843331926096465,2.1659900205578158,3.732490161647832,2.455879992585743,1.9806206278105856,3.0451801083431658,1.276045677984909,0.9068189628726336,1.6028792225746638,2.3784572993844395,1.9359491394360844,2.8973204678932074,60.402468902267735,26.95956293257249,True,True,True,False
2012,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,32,145,12337,131538,144052,2.3530093103727783,1.603903069611208,3.451987167805024,2.108397457650016,1.540139286515288,2.8863232555303857,1.0498521245564365,0.5065529136328265,1.5060864189741578,2.0064904783905715,1.4910839714936477,2.6535533117888126,19.151940812563165,15.19807430650043,True,True,True,False
2013,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,63,330,5581,151520,157494,5.183039859262759,3.9534620263914326,6.795032304187036,4.512476217701552,3.5934173672907157,5.666595202848516,2.122403727016797,1.743983331688395,2.456420684510016,4.209896984815151,3.4098952543633847,5.151426028311185,173.06236924915748,14.08366032991733,True,True,True,True
2013,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,24,187,5620,151661,157492,3.463436542523836,2.2624443058695745,5.301961534685828,3.183235229630129,2.1823034372079064,4.643252791702871,1.6036521732007136,0.9687352280306246,2.1228020069258826,2.8618291743611817,2.030253996710879,3.942322836174903,34.89094544712478,7.561552332816905,True,True,True,True
2013,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,75,318,12231,144870,157494,2.7935126179534526,2.170646981832183,3.595109113541004,2.4512392175806568,1.9983064148426293,3.006833014784981,1.2745806279821936,0.92943404743096,1.5824033174802756,2.381152270851264,1.9632880468715856,2.866354104228954,67.91582787875767,30.707569812183323,True,True,True,False
2013,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,31,180,12275,145006,157492,2.034481104322245,1.3891048435634823,2.97969831652603,1.8824957288057065,1.3593615174794624,2.606951957520945,0.8909232244367484,0.3382387602554612,1.3537581768543816,1.8014167785871151,1.3322749218909695,2.392503020069405,12.937166945847729,16.486970766769105,False,True,True,False
2014,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,49,370,6213,180582,187214,3.8491732679081783,2.854289028901075,5.1908320062748725,3.5159763940955275,2.699495790131972,4.579407031871177,1.7698978683904725,1.3374842249765444,2.145289682535232,3.2967900931874285,2.5950779816170844,4.140635124329279,87.98795688709458,14.01485999978634,True,True,True,True
2014,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,21,197,6241,180758,187217,3.087424978263116,1.9673821656213657,4.845115078794267,2.8863427555863934,1.920670282146096,4.3375349637925815,1.4643406663958891,0.7814494558212122,2.0151349607082016,2.593211767566117,1.7962389824373166,3.647107335631364,24.78307852708724,7.291624158062569,True,True,True,False
2014,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,75,344,14278,172517,187214,2.634312790534796,2.0508665387549407,3.383742309525505,2.341774701536921,1.9064372652856496,2.8765220092026764,1.2105797036585535,0.86543312310732,1.5184023931566355,2.279387922956267,1.8793821454029231,2.743853472990984,60.68102945525834,32.12316920743107,True,True,True,False
2014,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,30,188,14323,172676,187217,1.9238065245454048,1.3081167252015231,2.8292823358812287,1.7966771863052116,1.288211008607683,2.5058386321962374,0.8253123464086903,0.2627544938055448,1.295052098089019,1.72197821480493,1.2671222811833638,2.2972140943003425,10.607950999143563,16.712980124668167,False,True,True,False
2015,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,59,440,8941,266252,275692,3.993062602312127,3.0404403017576134,5.244157873044406,3.639173436908489,2.861311348331635,4.62850130295061,1.8252945069146935,1.4335008147799713,2.1696878228799963,3.4413524207602944,2.767642926718986,4.238520964450497,113.26988590511606,16.289917734283186,True,True,True,True
2015,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,20,240,8979,266454,275693,2.472936852656198,1.5663636354415251,3.904212622697496,2.3596340178364903,1.5479628814863264,3.596903236326317,1.1897511195909425,0.4883818934129734,1.7525060353148136,2.1611207958045764,1.4833332449902032,3.0634297113234306,14.78804284492165,8.486758822313226,True,True,True,False
2015,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,72,427,20209,254984,275692,2.127515472678194,1.6567204366704151,2.732097695119806,1.96482786940599,1.5861631657090514,2.433891190928474,0.962351686168614,0.6096990829756019,1.2761309343490592,1.9226625198149032,1.5788885119641738,2.3230560415541617,35.65773800542331,36.70842461877748,False,True,True,False
2015,sensitivity_ps_only,broad_fall,Broad fall-related definition,no_clear_signal,25,235,20255,255178,275693,1.340241705489057,0.8871666951773888,2.024701602186562,1.3075261568843402,0.9005258770233026,1.8984736525150323,0.3777588969180064,-0.2432166257068581,0.8875489587510248,1.267122779472842,0.9052414363292324,1.73490691802024,1.6316741308441578,19.125621615347505,False,False,False,False
2016,primary_ps_ss,strict_fall,Narrow fall definition,signal_detected,76,386,9489,267452,277403,5.5494723369355405,4.3357095737970255,7.103022629682839,4.801074290166924,3.9055001370081137,5.902013450538499,2.219127201044328,1.876380033972738,2.5250398760885884,4.518637993340641,3.730473629538386,5.432917944916905,231.10122644224464,15.930000757021372,True,True,True,True
2016,sensitivity_ps_only,strict_fall,Narrow fall definition,signal_detected,27,225,9538,267616,277406,3.3669448521702665,2.257573095732224,5.021462055419748,3.113343618009166,2.178702595019508,4.448936034664066,1.5814522612858275,0.985884227318788,2.0739900517446044,2.838427325129425,2.0539420218882967,3.8429324231425737,37.84779328374438,8.688997354058673,True,True,True,True
2016,primary_ps_ss,broad_fall,Broad fall-related definition,signal_detected,98,364,20429,256512,277403,3.3805337058555525,2.7034352129089134,4.227217312941953,2.8755720106740714,2.410938065956836,3.429749816194641,1.5057440013257282,1.2058305912653802,1.7770696222847382,2.7993706756974976,2.3651545964138654,3.294279106938878,126.83702991008158,34.18663100254864,True,True,True,True
2016,sensitivity_ps_only,broad_fall,Broad fall-related definition,signal_detected,45,207,20482,256672,277406,2.724258415660835,1.97290021086914,3.761763455856383,2.4163551271499712,1.853586273054313,3.1499866962668577,1.2487442915170888,0.7962470380133675,1.6391808456706287,2.3159157199238583,1.8038729864126752,2.936567582149264,38.74288281106652,18.647051613880016,True,True,True,False
2017,primary_ps_ss,strict_fall,Narrow fall definition,no_clear_signal,25,498,10180,288586,299289,1.423108938701762,0.951837482170666,2.127715171285644,1.4028838460295934,0.95651155287974,2.05756331904778,0.4760558686906753,-0.1449196539341894,0.9858459305236936,1.3540943851841238,0.9673745638756364,1.853985860380194,2.5850309503504887,17.832980831236696,False,False,False,False
