year,analysis,comparison,exposure_definition,outcome_name,outcome_definition,zolpidem_cases,zolpidem_fall_cases,zolpidem_fall_reporting_rate,a,b,c,d,n,exposed_n,unexposed_n,reporting_rate_exposed,reporting_rate_unexposed,ror,ror_ci_low,ror_ci_high,prr,prr_ci_low,prr_ci_high,chi_square_yates,p_value,expected_a,ic,ic025,ic975,ebgm,eb05,eb95,signal_flag_mhra,signal_flag_ror,signal_flag_ic,signal_flag_ebgm,stability_status
2014,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,212,30,0.14150943396226415,30,182,13223,160630,174065,212,173853,0.14150943396226415,0.07605850920030141,2.0023801351790462,1.360314563980427,2.9474992857735414,1.8605338896348413,1.3349557102905207,2.5930346061641414,11.981517482345879,0.0005373081131172446,16.141303536035387,0.8740407964971936,0.3114829438940478,1.3437805481775222,1.779407606301916,1.3093818527243875,2.3738280760799633,False,True,True,False,stable
2015,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,251,25,0.099601593625498,25,226,18086,235003,253340,251,253089,0.099601593625498,0.07146102754367041,1.4373497224176721,0.9506696189274146,2.1731779194385927,1.3937889930932026,0.9605922629055407,2.0223437480037174,2.582536901939041,0.10804836870898823,17.943715954843295,0.46736789448745825,-0.1536076281374066,0.9771579563204765,1.3461790527606545,0.9617197946550674,1.8431484220495373,False,False,False,False,stable
2016,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,225,39,0.17333333333333334,39,186,16890,221672,238787,225,238562,0.17333333333333334,0.07079920523805132,2.7519012968162113,1.9478912991928137,3.887773794439609,2.4482384053680684,1.83977149290675,3.2579433438492704,34.33799091124612,4.6325001540907385e-09,15.95155933949503,1.263628318889221,0.7751387061684059,1.6805740722957412,2.3302313348894206,1.7812956666465725,3.005017766361745,True,True,True,False,stable
2017,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,234,18,0.07692307692307693,18,216,18594,237244,256072,234,255838,0.07692307692307693,0.0726788045560081,1.063264135384174,0.6572253091447019,1.7201568562012655,1.0583976634315453,0.6788790864085257,1.6500811946993077,0.015377904480104792,0.9013091949412394,17.007747820925363,0.07953176187363531,-0.6635798431363052,0.6688540502685008,1.0274605921490239,0.6909221694680784,1.4822381219970386,False,False,False,False,stable
2018,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,413,68,0.16464891041162227,68,345,22954,286317,309684,413,309271,0.16464891041162227,0.07421969728813888,2.458547340427547,1.8949021314521475,3.189850771074509,2.218399110042382,1.7845946884663482,2.757653961004509,47.70781374049356,4.947159309876501e-12,30.702541945983647,1.1344404236176098,0.7709901111239009,1.456739584867345,2.1607292049084914,1.7641639997148624,2.624636523352145,True,True,True,False,stable
2019,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,344,52,0.1511627906976744,52,292,21766,270028,292138,344,291794,0.1511627906976744,0.07459372022728362,2.20927952229127,1.644324532249626,2.9683410494021425,2.026481454968171,1.5770507707110322,2.6039916809262857,28.05239821910544,1.1807469707148847e-07,25.69125550253647,1.0032322044850912,0.5842762639673572,1.368439330718653,1.966966057532279,1.559317090566783,2.454576522966422,True,True,True,False,stable
2020,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,268,41,0.15298507462686567,41,227,22417,266732,289417,268,289149,0.15298507462686567,0.07752750312122815,2.149095075932579,1.5405977385933698,2.997933548581371,1.9733006799876693,1.488415856015063,2.616147602770762,20.25837014197703,6.765681174629537e-06,20.796096981172496,0.9625222901338387,0.48694257730029195,1.3700255964345431,1.9040566740947953,1.4653142142423614,2.440685603817659,False,True,True,False,stable
2021,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,217,35,0.16129032258064516,35,182,20854,292276,313347,217,313130,0.16129032258064516,0.06659853734870501,2.695258611150047,1.8766064872788386,3.871040108953372,2.421829802900039,1.7875242360157708,3.281219619873783,29.74688611388488,4.922964132192285e-08,14.466112648278107,1.246119485341463,0.7284124445828818,1.6841679345422749,2.2954167199445243,1.7283700881762405,3.000374835412839,True,True,True,False,stable
2022,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,234,28,0.11965811965811966,28,206,19646,306965,326845,234,326611,0.11965811965811966,0.060151066559301435,2.1237604631096625,1.4306778076015998,3.152602550135988,1.9892933991478223,1.404915062779587,2.8167455334016474,13.604002726431084,0.00022570376936947905,14.085318729061175,0.9664450058687383,0.3824973861231238,1.4510072637564182,1.8893509791143974,1.3752428841870143,2.5447855804383033,False,True,True,False,stable
2023,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,211,28,0.13270142180094788,28,183,18194,274839,293244,211,293033,0.13270142180094788,0.06208857022929158,2.311304213062494,1.5523889973285045,3.441229726900709,2.137292279575528,1.5133090247917087,3.01856277435595,16.84850920886463,4.048511797208901e-05,13.111408929082948,1.0661455100551382,0.4821978903095241,1.5507077679428183,2.0197459980246424,1.4701563353520282,2.7204159252243785,True,True,True,False,stable
2024,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,231,28,0.12121212121212122,28,203,19513,293978,313722,231,313491,0.12121212121212122,0.06224421115757709,2.0780346258992677,1.3993831178072842,3.0858082046913715,1.9473637621539022,1.3757228787410367,2.756533078537281,12.751022795060628,0.00035581453915877544,14.388442633924303,0.9367690667556651,0.3528214470100506,1.421331324643345,1.852134253545068,1.3481531387782753,2.494658003494208,False,True,True,False,stable
2025,sensitivity_ps_only,zolpidem_primary_suspect_vs_all_other_primary_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect_ps,broad_fall,Broad fall-related definition,299,46,0.15384615384615385,46,253,22620,306674,329593,299,329294,0.15384615384615385,0.06869241468110564,2.4650269270958924,1.7999366611910428,3.3758730972716613,2.23963816908114,1.7163300501033738,2.9225026550709234,32.50780745516577,1.1871465033550939e-08,20.562129656879847,1.142579397137101,0.6953578624859705,1.5290816318989602,2.1566003327801515,1.6844293430613764,2.727737311068731,True,True,True,False,stable
