window_label,window_years,start_year,end_year,center_year,analysis,comparison,exposure_definition,outcome_name,outcome_definition,zolpidem_cases,zolpidem_fall_cases,zolpidem_fall_reporting_rate,a,b,c,d,n,exposed_n,unexposed_n,reporting_rate_exposed,reporting_rate_unexposed,ror,ror_ci_low,ror_ci_high,prr,prr_ci_low,prr_ci_high,chi_square_yates,p_value,expected_a,ic,ic025,ic975,ebgm,eb05,eb95,signal_flag_mhra,signal_flag_ror,signal_flag_ic,signal_flag_ebgm,stability_status
2004-2006,3,2004,2006,2005.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,384,55,0.14322916666666666,55,329,5285,145959,151628,384,151244,0.14322916666666666,0.034943534950146786,4.616923506051709,3.4656103600862704,6.150715298589477,4.098874566382844,3.20481488365931,5.2423535588915975,129.01671566894086,6.7249630332321e-30,13.523623605138893,1.9846285917505768,1.5779720717064507,2.3404539771029853,3.821412081592682,3.049183341120626,4.740602882831795,True,True,True,True,stable
2005-2007,3,2005,2007,2006.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,423,75,0.1773049645390071,75,348,5246,146629,152298,423,151875,0.1773049645390071,0.03454156378600823,6.023842467824418,4.686517060550259,7.742781602699305,5.133090257217252,4.173328108857199,6.313573939422135,250.76691082872176,1.767043367516184e-56,14.778808651459638,2.304944589260282,1.9597980087090479,2.6127672787583642,4.784933611224888,3.945234027655645,5.759948350591748,True,True,True,True,stable
2006-2008,3,2006,2008,2007.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,471,93,0.19745222929936307,93,378,5175,144696,150342,471,149871,0.19745222929936307,0.03452969553816282,6.879190246146768,5.473627701008943,8.645684549199029,5.718331025570018,4.757129605559064,6.873747917186247,363.7892139369208,4.2121647052159247e-81,16.50389112822764,2.459101438105851,2.1508451601043537,2.7372373073397136,5.341694880297621,4.492770247980986,6.3126198624044,True,True,True,True,stable
2007-2009,3,2007,2009,2008.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,511,95,0.18590998043052837,95,416,4937,139961,145409,511,144898,0.18590998043052837,0.03407224392331157,6.47402219893738,5.171301024986319,8.104916582852548,5.456346839056654,4.541607351698662,6.555326896973658,346.86628147391576,2.0396697953691638e-77,17.683582171667503,2.3928642942203333,2.0880265271820195,2.668214005911416,5.111462856283542,4.307096744708577,6.030127887005812,True,True,True,True,stable
2008-2010,3,2008,2010,2009.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,540,84,0.15555555555555556,84,456,6334,173125,179999,540,179459,0.15555555555555556,0.0352949698817,5.034961693782926,3.9842160434874145,6.362817422840266,4.407300985861137,3.6156136004524955,5.372339007006056,222.96675620277978,2.0383447648787577e-50,19.254106967260928,2.0967987141643114,1.7716285193935413,2.3886314452082704,4.172017715843468,3.477053561696007,4.97240819336576,True,True,True,True,stable
2009-2011,3,2009,2011,2010.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,635,82,0.12913385826771653,82,553,8857,228927,238419,635,237784,0.12913385826771653,0.03724809070416849,3.832649403695976,3.0363262738999293,4.837820486526294,3.466858457076968,2.829868175283035,4.247232315054386,145.63459842208684,1.5603570942937933e-33,23.80793896459594,1.7629665448568905,1.4336520604744127,2.05813307217113,3.3255686881850535,2.7654184304658416,3.9717911717655325,True,True,True,True,stable
2010-2012,3,2010,2012,2011.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,729,101,0.13854595336076816,101,628,12050,303644,316423,729,315694,0.13854595336076816,0.03816987335837868,4.05265269445252,3.2820185454589286,5.004235544182972,3.629720016620278,3.026166967387881,4.353648539897374,195.7397831213749,1.776460582625825e-44,27.994422023683487,1.8327282927178816,1.5375117361333102,2.1002039852157837,3.5006874915450976,2.965239978006247,4.109790648559201,True,True,True,True,stable
2011-2013,3,2011,2013,2012.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,920,134,0.14565217391304347,134,786,14491,367419,382830,920,381910,0.14565217391304347,0.03794349454059857,4.322604554235032,3.5963665507847407,5.195496584800657,3.8386599778573207,3.2798845316875007,4.492630848203138,286.8575069793907,2.4059675465046047e-64,35.14614842097014,1.9157880662919462,1.661065397421249,2.1495881293853234,3.721013597915542,3.222298855328016,4.278820462675383,True,True,True,True,stable
2012-2014,3,2012,2014,2013.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1069,153,0.1431244153414406,153,916,16000,431355,448424,1069,447355,0.1431244153414406,0.03576577885571861,4.503091907751092,3.7918691493180274,5.3477153169434555,4.001713926566885,3.4530442897471376,4.63756413366248,350.8989098786789,2.700162817369503e-78,38.50720969439637,1.9764259488399993,1.7386682158335198,2.1958548309057004,3.885373647739007,3.3961401709060497,4.428675377667562,True,True,True,True,stable
2013-2015,3,2013,2015,2014.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1252,161,0.12859424920127796,161,1091,18971,557687,577910,1252,576658,0.12859424920127796,0.032898182284820464,4.338118613286013,3.674195043489428,5.1220125442947815,3.908855756465687,3.381675070215207,4.518220410774885,354.4304801427595,4.595754829950538e-79,41.44808707238151,1.9448572377973332,1.713305467635198,2.1589894161944505,3.8046533809880385,3.336974047188613,4.322656125533557,True,True,True,True,stable
2014-2016,3,2014,2016,2015.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1273,164,0.12882953652788687,164,1109,21376,643536,666185,1273,664912,0.12882953652788687,0.03214861515508819,4.4520364140969635,3.776582612583899,5.248297274472775,4.007312162791463,3.471759127448404,4.625479527970233,376.49567726658574,7.209689460196389e-84,41.16036836614454,1.981340082924422,1.7519948527430687,2.1935838602507767,3.9017745732852713,3.4263236955003795,4.427892675967543,True,True,True,True,stable
2015-2017,3,2015,2017,2016.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1350,142,0.10518518518518519,142,1208,23996,722848,748194,1350,746844,0.10518518518518519,0.03212986915607543,3.5410294651757632,2.974465110280411,4.215510758524539,3.273750810320239,2.8006467117810967,3.826774838464566,228.02653398716075,1.605944430842931e-51,43.55327628930465,1.6936406962548392,1.446486134357069,1.9210492022676866,3.198424543912818,2.7812794238513834,3.6635125585523416,True,True,True,True,stable
2016-2018,3,2016,2018,2017.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1642,194,0.11814859926918392,194,1448,25934,776945,804521,1642,802879,0.11814859926918392,0.032301255855490055,4.013783448166553,3.453451442832412,4.665030864184525,3.657709155265023,3.2031993550519973,4.17671046399558,381.6071643365909,5.559788012952188e-85,53.32635941137646,1.8533853992681342,1.6431479984896096,2.0491623083787096,3.580218080707689,3.1773392087900345,4.02242012115287,True,True,True,True,stable
2017-2019,3,2017,2019,2018.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1900,216,0.11368421052631579,216,1684,27977,827981,857858,1900,855958,0.11368421052631579,0.032685014918956305,3.7960409793691237,3.293011578630216,4.375911463707561,3.478175268030318,3.0661662758793833,3.9455470142982136,388.78184828785885,1.5243033796811971e-86,62.44238556963973,1.7822632608047513,1.5833767795178744,1.9681602811185939,3.412548101890861,3.04767040999348,3.811099814638107,True,True,True,True,stable
2018-2020,3,2018,2020,2019.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1953,264,0.13517665130568357,264,1689,29866,859375,891194,1953,889241,0.13517665130568357,0.03358594576723296,4.497590718709347,3.9484171090512317,5.123147254794754,4.0247981177163785,3.595709929046164,4.505090846599637,612.5913657836612,3.055790939374099e-135,66.02814875324565,1.9912309281281524,1.8118902873655334,2.1599414703641058,3.9461056652974587,3.562744546311167,4.36134117732623,True,True,True,True,stable
2019-2021,3,2019,2021,2020.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1582,199,0.12579013906447534,199,1383,29063,864240,894885,1582,893303,0.12579013906447534,0.032534313665128184,4.2788278855352235,3.6862848265622183,4.966617864715566,3.866383669845267,3.3936970555022232,4.404907815271657,431.2584925870155,8.649244244603409e-96,51.73009269347458,1.9334355772515135,1.7259460385100722,2.1268274720637166,3.7834223052551406,3.362794904682292,4.244563634971606,True,True,True,True,stable
2020-2022,3,2020,2022,2021.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1377,179,0.1299927378358751,179,1198,27766,900892,930035,1377,928658,0.1299927378358751,0.02989905864160972,4.847922003069535,4.141408190285814,5.674965293924277,4.347720086911622,3.7905730433771723,4.986757869541977,469.2313028458516,4.710240991271288e-104,41.375071905896014,2.0998202711479936,1.8806435383361098,2.3033265233828875,4.235986490448658,3.7407590915446765,4.781626131730623,True,True,True,True,stable
2021-2023,3,2021,2023,2022.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1181,129,0.10922946655376799,129,1052,25360,907502,934043,1181,932862,0.10922946655376799,0.027185157075751826,4.388057522999604,3.6532542510256403,5.27065665351587,4.017981807108876,3.4125398171402943,4.730839394509021,296.02480427936877,2.420201956960868e-66,32.228183284923716,1.9843466710328845,1.7245309785594674,2.222430461291642,3.897303702610815,3.3655544562692516,4.493333052838602,True,True,True,True,stable
2022-2024,3,2022,2024,2023.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1216,147,0.12088815789473684,147,1069,24696,908472,934384,1216,933168,0.12088815789473684,0.026464688030451107,5.0585326740612055,4.2554418118212025,6.013183576723279,4.567904135338346,3.923497895154758,5.318149454192108,414.7216981398809,3.438335192296918e-92,32.33048511104642,2.167606981688833,1.9248576623915048,2.3912806751812266,4.425386609059264,3.8575471937413988,5.057312924116477,True,True,True,True,stable
2023-2025,3,2023,2025,2024.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,strict_fall,Narrow fall definition,1242,172,0.13848631239935588,172,1070,26497,908887,936626,1242,935384,0.13848631239935588,0.028327403504870726,5.5138869186037285,4.6916962572664165,6.4801613923880454,4.888775364658607,4.253406235569713,5.619055233009422,540.1384362837287,1.7592031506437437e-119,35.36405993427473,2.2659856413130477,2.0422330977719665,2.47343092942623,4.743701386930486,4.178537184770669,5.367610120822802,True,True,True,True,stable
2004-2006,3,2004,2006,2005.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,broad_fall,Broad fall-related definition,384,73,0.19010416666666666,73,311,12476,138768,151628,384,151244,0.19010416666666666,0.08248922271296713,2.6108170130380235,2.0220255651943675,3.371058008810864,2.3045939871219407,1.8734358511026326,2.834980147493528,57.02466007599307,4.303812408310066e-14,31.7805154720764,1.1870806334438828,0.8369831332524097,1.4988353656899729,2.2422029006791666,1.8438184301681595,2.7057193493137044,True,True,True,False,stable
2005-2007,3,2005,2007,2006.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,broad_fall,Broad fall-related definition,423,96,0.22695035460992907,96,327,12776,139099,152298,423,151875,0.22695035460992907,0.08412181069958848,3.1963371688889146,2.5440737669226934,4.015831392176473,2.6978776695666076,2.2609863262886054,3.2191897117280814,109.3761502071246,1.3423499822008853e-25,35.75132963006737,1.412495030962799,1.1093251142702523,1.686483215696561,2.6257670876982777,2.214564090799965,3.0950776134896705,True,True,True,True,stable
2006-2008,3,2006,2008,2007.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,broad_fall,Broad fall-related definition,471,113,0.23991507430997877,113,358,13108,136763,150342,471,149871,0.23991507430997877,0.08746188388680932,3.293272009246773,2.663485595323653,4.071972660911039,2.743081484735339,2.3338128330113297,3.224121457155987,134.16371822510024,5.0310940188705745e-31,41.41950353194716,1.4369987617934377,1.1586081524324172,1.6905875640431813,2.6756646743242123,2.2872587080443907,3.1144190266729534,True,True,True,True,stable
2007-2009,3,2007,2009,2008.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,broad_fall,Broad fall-related definition,511,113,0.22113502935420742,113,398,12486,132412,145409,511,144898,0.22113502935420742,0.08617096164198264,3.0109211764412325,2.441271694097646,3.7134934029098883,2.566236063059903,2.1789780716102523,3.0223193235177876,115.50520862232575,6.09986267251226e-27,44.27572571161345,1.3419035772317083,1.063512967870688,1.5954923794814522,2.5068701896850825,2.1429668397226522,2.9179456944194126,True,True,True,True,stable
2008-2010,3,2008,2010,2009.0,primary_ps_ss,zolpidem_suspect_vs_all_other_suspect_drugs_excluding_mixed_zdrug_cases,is_zolpidem_suspect,broad_fall,Broad fall-related definition,540,113,0.20925925925925926,113,427,15527,163932,179999,540,179459,0.20925925925925926,0.08652115524994566,2.7940022585119912,2.269308132516749,3.4400126226633057,2.418590674786334,2.0514333342233355,2.8514603689902707,100.68398749391783,1.0789430501235853e-23,46.92026066811482,1.2591167990993855,0.9807261897383651,1.5127056013491293,2.368525661596057,2.024704738489121,2.7569154896067065,True,True,True,True,stable
