,DYSARTHRIA,MOTOR DYSFUNCTION,FATIGUE,GASTROINTESTINAL DISORDER,AFFECT LABILITY,PNEUMONIA,COORDINATION ABNORMAL,APHASIA,CEREBROVASCULAR ACCIDENT,DYSPHAGIA,EATING DISORDER,CYSTITIS,NASOPHARYNGITIS,MUSCLE SPASTICITY,PSORIASIS,SKIN EXFOLIATION,SNEEZING,ADJUSTMENT DISORDER,CAROTID ARTERY THROMBOSIS,HEMIPARESIS,HEMIPLEGIA,INFLUENZA,INFLUENZA LIKE ILLNESS,NEUROLOGIC NEGLECT SYNDROME,PALPITATIONS,PERSONALITY DISORDER,RESPIRATORY TRACT CONGESTION,RHINORRHOEA,SENSORY LOSS,SINUS CONGESTION,SINUS DISORDER,SKIN HAEMORRHAGE,BLOOD PRESSURE INCREASED,COUGH,CONFUSIONAL STATE,NAUSEA,PAIN,ANXIETY,MALAISE,HEADACHE,MUSCULAR WEAKNESS,VOMITING,PYREXIA,DIZZINESS,HYPOTENSION,SYNCOPE,HYPONATRAEMIA,COGNITIVE DISORDER,DRUG INTERACTION,HEAD INJURY
HEMIPLEGIA,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9105814739688979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFLUENZA,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9105814739688979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFLUENZA LIKE ILLNESS,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9105814739688979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEUROLOGIC NEGLECT SYNDROME,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9105814739688979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALPITATIONS,0.7815885111781397,0.7947167363135063,0.8428007045568112,0.8368751799687153,0.848061606255343,0.8538042902532562,0.8716680990463651,0.8841415432538541,0.8905587061990204,0.8905587061990204,0.8905587061990204,0.8971015351755357,0.8971015351755357,0.903774299287525,0.903774299287525,0.903774299287525,0.918582470145578,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.0,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.9105814739688979,0.917527753998279,0.9397172512613242,0.4704940039871023,0.7168815940612315,0.7580471275397068,0.7738106754629624,0.7890556325927525,0.8472296368549727,0.8521800628597996,0.8947382667550828,0.9004630855431925,-0.03946556021379336,-0.015131546692989353,0.0,0.0014931259860265945,0.0035678600494385543,0.0,0.0
PERSONALITY DISORDER,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9105814739688979,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RESPIRATORY TRACT CONGESTION,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9105814739688979,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHINORRHOEA,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9105814739688979,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENSORY LOSS,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9105814739688979,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINUS CONGESTION,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9105814739688979,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINUS DISORDER,0.8603578619903393,0.8603578619903393,0.8971649982661825,0.8368751799687153,0.9322787246538932,0.9384962965431443,0.9578412301238324,0.9713522231683216,0.9783041998811366,0.9783041998811366,0.9783041998811366,0.985393016497928,0.985393016497928,0.9926233244358432,0.9926233244358432,0.9926233244358432,0.9926233244358432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9105814739688979,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.917527753998279,0.9246180675321002,0.5258893585629263,0.7283905122506155,0.7700594371124985,0.7738106754629624,0.8014523665668419,0.8603578619903393,0.8521800628597996,0.9084723161156562,0.9142705864056044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
