,FALL,CONFUSIONAL STATE,NAUSEA,DIZZINESS,PAIN,ANXIETY,MALAISE,DYSARTHRIA,HEADACHE,MOTOR DYSFUNCTION,MUSCULAR WEAKNESS,HYPOTENSION,FATIGUE,VOMITING,PYREXIA,GASTROINTESTINAL DISORDER,AFFECT LABILITY,PNEUMONIA,COORDINATION ABNORMAL,SYNCOPE,APHASIA,CEREBROVASCULAR ACCIDENT,DYSPHAGIA,EATING DISORDER,CYSTITIS,NASOPHARYNGITIS,MUSCLE SPASTICITY,PSORIASIS,SKIN EXFOLIATION,SNEEZING,ADJUSTMENT DISORDER,CAROTID ARTERY THROMBOSIS,HEMIPARESIS,HEMIPLEGIA,HYPONATRAEMIA,INFLUENZA,INFLUENZA LIKE ILLNESS,NEUROLOGIC NEGLECT SYNDROME,PALPITATIONS,PERSONALITY DISORDER,RESPIRATORY TRACT CONGESTION,RHINORRHOEA,SENSORY LOSS,SINUS CONGESTION,SINUS DISORDER,SKIN HAEMORRHAGE,BLOOD PRESSURE INCREASED,HEAD INJURY,COUGH,DRUG INTERACTION
MUSCULAR WEAKNESS,0.0,0.45057558323559993,0.678201145730789,0.02088561506243603,0.7086591165254483,0.7230030679893366,0.7282221420057741,0.7265598493667667,0.7963786773896959,0.7498327920410763,0.0,-0.02517402021380496,0.80791614970108,0.842941331670086,0.8363080070369272,0.7435112543409754,0.7913025137902344,0.821905649669305,0.8142439788889605,0.0,0.8263565482725648,0.8325856185119545,0.8325856185119545,0.8325856185119545,0.8389350153377167,0.8389350153377167,0.8454088201525269,0.8454088201525269,0.8454088201525269,0.8454088201525269,0.852011311427142,0.852011311427142,0.852011311427142,0.852011311427142,-0.006457988687342535,0.852011311427142,0.852011311427142,0.852011311427142,0.852011311427142,0.852011311427142,0.852011311427142,0.852011311427142,0.852011311427142,0.852011311427142,0.852011311427142,0.852011311427142,0.7922816765753772,-0.045181110344567794,0.7987165657106566,-0.004130982912378031
HYPOTENSION,0.0,-0.12334876792785206,0.1660336761434661,0.19626219961551641,-0.054406367164983496,-0.05367225405793913,-0.0035781524928771165,0.0,-0.03794566444386366,0.1163287775934219,-0.02517402021380496,0.0,0.0,-0.03005304508666571,-0.004176048217967116,0.10981432078553326,0.0,0.0,0.0,0.3150394612269363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33386229772269954,0.0,0.0,0.0,-0.016336046362867555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04238583927233686,0.0,0.20414322121948406
FATIGUE,0.0,0.5003329168316714,0.6749372180470041,-0.07828177489996468,0.7045216673608701,0.7411660191185412,0.734660704656018,0.8030649477749595,0.8150537367326534,0.7670985809018779,0.80791614970108,0.0,0.0,0.8370441635281821,0.8425777771129819,0.7467954238291534,0.8341231828688311,0.8399074305135812,0.871008823594399,0.0,0.8704500175516846,0.9036133281706784,0.8902605087367998,0.8902605087367998,0.8969266185595096,0.8969266185595096,0.8902036628141071,0.8902036628141071,0.8902036628141071,0.9037242013205598,0.8970506866744293,0.8970506866744293,0.8970506866744293,0.8970506866744293,-0.04183888237587107,0.8970506866744293,0.8970506866744293,0.8970506866744293,0.8426223058599192,0.8970506866744293,0.8970506866744293,0.8970506866744293,0.8970506866744293,0.8970506866744293,0.8970506866744293,0.8970506866744293,0.8355589009858655,-0.02725975953430856,0.8560225436131529,0.0
VOMITING,0.0,0.47474302751813985,0.7696211082805421,-0.05487470129670498,0.769822253321059,0.7625340093673234,0.7790693794884777,0.7773627091402561,0.8863951292863813,0.7894774224898256,0.842941331670086,-0.03005304508666571,0.8370441635281821,0.0,0.8917259340665933,0.7567026643388861,0.8449208385176669,0.8507523334798874,0.8688879022960747,0.0,0.8815472220675303,0.8880588183253348,0.9015518892619273,0.8880588183253348,0.894697118260511,0.894697118260511,0.9014664231511491,0.9014664231511491,0.9014664231511491,0.9014664231511491,0.9083712420671435,0.9083712420671435,0.9083712420671435,0.9083712420671435,0.01462010489162403,0.9083712420671435,0.9083712420671435,0.9083712420671435,0.8946212245721356,0.9083712420671435,0.9083712420671435,0.9083712420671435,0.9083712420671435,0.9083712420671435,0.9083712420671435,0.9083712420671435,0.8323799919356153,0.0,0.839022235586127,-0.03861334781558619
PYREXIA,0.0,0.505012922652195,0.7109608249722849,-0.05389230038486035,0.7528805590551296,0.756651159802068,0.7844206422418013,0.782623194374611,0.8435202260313096,0.7948026007059508,0.8363080070369272,-0.004176048217967116,0.8425777771129819,0.8917259340665933,0.0,0.761780624092648,0.8504563981559298,0.8563122436349732,0.8745240962536717,0.0,0.900719694196553,0.8937765230446726,0.8937765230446726,0.8937765230446726,0.9004432468838723,0.9140926714471354,0.9072416385614704,0.9072416385614704,0.9072416385614704,0.9072416385614704,0.9141762303658908,0.9141762303658908,0.9141762303658908,0.9141762303658908,-0.011994454425903665,0.9141762303658908,0.9141762303658908,0.9141762303658908,0.9003527873092969,0.9141762303658908,0.9141762303658908,0.9141762303658908,0.9141762303658908,0.9141762303658908,0.9141762303658908,0.9141762303658908,0.8516853351497525,-0.02485182751282757,0.8444425834338667,0.0
GASTROINTESTINAL DISORDER,0.0,0.4312932540684248,0.7376008500324971,0.03480170358491407,0.6349296079845916,0.6382464804467706,0.6626551242649886,0.7145008634202616,0.7145008634202616,0.8614444502382314,0.7435112543409754,0.10981432078553326,0.7467954238291534,0.7567026643388861,0.761780624092648,0.0,0.7775417971951248,0.8093092824583957,0.7998904961813893,0.08998543343195894,0.811692025269585,0.8177616336078486,0.8177616336078486,0.8177616336078486,0.823948825182162,0.823948825182162,0.8302575896501201,0.8302575896501201,0.8302575896501201,0.8302575896501201,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.10008591229979195,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8366921093468163,0.8432567714335689,0.0,0.8499561809967929,0.061426675299968356
AFFECT LABILITY,0.0,0.5715722184819504,0.7809995696436451,-0.006557024608431035,0.7124598896092285,0.82979401918978,0.742564222375008,0.798949243439985,0.798949243439985,0.798949243439985,0.7913025137902344,0.0,0.8341231828688311,0.8449208385176669,0.8504563981559298,0.7775417971951248,0.0,0.873574935927795,0.8920252729310787,0.0,0.9049062589609996,0.9115324726067563,0.9115324726067563,0.9115324726067563,0.9182880273426965,0.9182880273426965,0.9251773155492042,0.9251773155492042,0.9251773155492042,0.9251773155492042,0.9322049418466282,0.9322049418466282,0.9322049418466282,0.9322049418466282,0.060977563400361874,0.9322049418466282,0.9322049418466282,0.9322049418466282,0.8478926149002153,0.9322049418466282,0.9322049418466282,0.9322049418466282,0.9322049418466282,0.9322049418466282,0.9322049418466282,0.9322049418466282,0.8545154229596967,0.0,0.8612743898474395,0.04978078068676681
PNEUMONIA,0.0,0.49705735399410483,0.6884760986052573,0.0,0.7291331040890722,0.7213524606467487,0.7714791562310012,0.8045820201709335,0.8045820201709335,0.8045820201709335,0.821905649669305,0.0,0.8399074305135812,0.8507523334798874,0.8563122436349732,0.8093092824583957,0.873574935927795,0.0,0.8980665885757163,0.0,0.9110059226617827,0.9176623027436778,0.9176623027436778,0.9176623027436778,0.9244487155573021,0.9244487155573021,0.9313695773657644,0.9313695773657644,0.9313695773657644,0.9313695773657644,0.9384295178379946,0.9384295178379946,0.9384295178379946,0.9384295178379946,0.0,0.9384295178379946,0.9384295178379946,0.9384295178379946,0.853642443417947,0.9384295178379946,0.9384295178379946,0.9384295178379946,0.9384295178379946,0.9384295178379946,0.9384295178379946,0.9384295178379946,0.8602952469001065,0.0,0.8670849356604204,-0.034879413967723025
COORDINATION ABNORMAL,0.0,0.5203212112736372,0.69348096619825,0.0,0.7341416297275052,0.7610740549637987,0.7647418228722211,0.8727667573446783,0.8220948361717818,0.8220948361717818,0.8142439788889605,0.0,0.871008823594399,0.8688879022960747,0.8745240962536717,0.7998904961813893,0.8920252729310787,0.8980665885757163,0.0,0.0,0.9299813237956065,0.9508414295113387,0.9508414295113387,0.9508414295113387,0.9578121227218084,0.9436151547680964,0.9506348486732092,0.9506348486732092,0.9506348486732092,0.9506348486732092,0.9577959329606239,0.9577959329606239,0.9577959329606239,0.9577959329606239,0.0,0.9577959329606239,0.9577959329606239,0.9577959329606239,0.8715281300177975,0.9577959329606239,0.9577959329606239,0.9577959329606239,0.9577959329606239,0.9577959329606239,0.9577959329606239,0.9577959329606239,0.8782748471007756,0.0,0.8997276430964961,0.0
SYNCOPE,0.0,0.0,0.13805289783544838,0.28213029651404464,-0.06579130793297455,0.0,0.0,0.062016018578334046,0.0,0.13802390033767883,0.0,0.3150394612269363,0.0,0.0,0.0,0.08998543343195894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23889757510373652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4044521633695756
