,DYSARTHRIA,MOTOR DYSFUNCTION,FATIGUE,GASTROINTESTINAL DISORDER,AFFECT LABILITY,PNEUMONIA,COORDINATION ABNORMAL,APHASIA,CEREBROVASCULAR ACCIDENT,DYSPHAGIA,EATING DISORDER,CYSTITIS,NASOPHARYNGITIS,MUSCLE SPASTICITY,PSORIASIS,SKIN EXFOLIATION,SNEEZING,ADJUSTMENT DISORDER,CAROTID ARTERY THROMBOSIS,HEMIPARESIS,HEMIPLEGIA,INFLUENZA,INFLUENZA LIKE ILLNESS,NEUROLOGIC NEGLECT SYNDROME,PALPITATIONS,PERSONALITY DISORDER,RESPIRATORY TRACT CONGESTION,RHINORRHOEA,SENSORY LOSS,SINUS CONGESTION,SINUS DISORDER,SKIN HAEMORRHAGE,BLOOD PRESSURE INCREASED,COUGH,CONFUSIONAL STATE,NAUSEA,PAIN,ANXIETY,MALAISE,HEADACHE,MUSCULAR WEAKNESS,VOMITING,PYREXIA,DIZZINESS,HYPOTENSION,SYNCOPE,HYPONATRAEMIA,COGNITIVE DISORDER,DRUG INTERACTION,HEAD INJURY
BLOOD PRESSURE INCREASED,10.352557449962935,10.352557449962935,11.34539052496799,11.70824949698189,11.99381655788389,12.14188836724048,12.608884073672806,12.94069681245367,13.113239436619718,13.113239436619718,13.113239436619718,13.290445374952418,13.290445374952418,13.47250627049971,13.47250627049971,13.47250627049971,13.47250627049971,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,13.65962441314554,0.0,14.049899396378269,4.450194378943343,7.683538732394366,8.606847984458476,8.552112676056337,9.10641627543036,10.666271312083024,10.462691039856159,11.435964624959057,11.745816072908037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUGH,10.659548872180451,10.500451127819549,11.67922077922078,11.875510204081632,12.165156794425087,12.315343915343915,12.982783882783883,13.125563909774437,13.502095238095238,13.502095238095238,13.502095238095238,13.684555984555985,13.48030888030888,13.664970645792563,13.664970645792563,13.664970645792563,13.8720156555773,13.854761904761904,13.854761904761904,13.854761904761904,13.854761904761904,13.854761904761904,13.854761904761904,13.854761904761904,14.06468253968254,13.854761904761904,13.854761904761904,13.854761904761904,13.854761904761904,13.854761904761904,13.854761904761904,13.854761904761904,14.049899396378269,0.0,4.582159017453135,7.793303571428571,8.59950738916256,8.805714285714286,9.236507936507936,10.500451127819549,10.612158054711246,11.599335548172757,11.735798319327731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONFUSIONAL STATE,3.930650154798762,3.6282924505834724,4.1889140271493215,3.818465847877613,4.787330316742081,4.31450756940953,4.541826197934795,4.598356751607525,4.659668174962293,4.659668174962293,4.723499245852187,4.722636663813135,4.657943010884187,4.72175044938945,4.72175044938945,4.72175044938945,4.72175044938945,4.787330316742081,4.787330316742081,4.787330316742081,4.787330316742081,4.787330316742081,4.787330316742081,4.787330316742081,4.388386123680242,4.787330316742081,4.787330316742081,4.787330316742081,4.787330316742081,4.787330316742081,4.787330316742081,4.787330316742081,4.450194378943343,4.582159017453135,0.0,3.3286906108597285,3.0952566703073803,3.704977375565611,3.3688620747444276,3.8298642533936653,3.7687493982863196,4.063664106071767,4.280436518498802,0.8173490784681603,0.21277023629964806,0.0,1.2633232780291603,1.5729799612152553,0.9574660633484163,0.5039295070254822
NAUSEA,6.264473684210526,7.74358552631579,7.044566761363637,7.773623511904762,8.265625,7.449266975308642,7.6298076923076925,7.8305921052631575,7.935,8.045208333333333,7.935,8.04222972972973,8.04222972972973,8.152397260273972,8.152397260273972,8.152397260273972,8.152397260273972,8.265625,8.265625,8.265625,8.265625,8.265625,8.265625,8.265625,8.150824652777779,8.265625,8.265625,8.265625,8.265625,8.265625,8.265625,8.265625,7.683538732394366,7.793303571428571,3.3286906108597285,0.0,5.771686422413793,6.75625,5.969618055555555,7.221546052631579,6.858710106382978,7.977289244186046,7.487683823529411,2.419207317073171,2.4796875,2.3018196202531644,4.362413194444445,4.605133928571429,3.188169642857143,0.0
PAIN,6.912522686025408,7.1045372050816695,7.669670846394984,7.166256157635468,8.008410428931876,8.21988080034057,8.419098143236074,8.640653357531761,8.755862068965516,8.755862068965516,8.755862068965516,8.874184529356944,8.874184529356944,8.99574870099197,8.99574870099197,8.99574870099197,8.99574870099197,9.120689655172415,9.120689655172415,9.120689655172415,9.120689655172415,9.120689655172415,9.120689655172415,9.120689655172415,8.994013409961687,9.120689655172415,9.120689655172415,9.120689655172415,9.120689655172415,9.120689655172415,9.120689655172415,9.120689655172415,8.606847984458476,8.59950738916256,3.0952566703073803,5.771686422413793,0.0,7.2172413793103445,6.587164750957855,7.872595281306715,7.471203228173147,8.378307939053729,8.262271805273834,0.667367535744323,0.5067049808429118,0.34635530336097775,0.7600574712643678,0.7817733990147783,0.5211822660098522,0.48003629764065336
ANXIETY,7.166315789473685,7.069473684210526,8.05,7.228571428571429,9.2,8.177777777777777,8.728205128205127,8.836842105263157,8.832,8.832,8.832,8.95135135135135,8.95135135135135,9.073972602739726,9.073972602739726,9.073972602739726,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,8.552112676056337,8.805714285714286,3.704977375565611,6.75625,7.2172413793103445,0.0,6.559259259259259,7.553684210526316,7.634042553191489,8.344186046511627,8.334117647058823,1.2715447154471544,0.5111111111111111,0.0,2.5555555555555554,2.6285714285714286,1.5771428571428572,0.0
MALAISE,7.837037037037037,7.527680311890839,8.237794612794612,7.697089947089947,8.601626016260163,8.949702789208962,9.042735042735043,9.280701754385966,9.535061728395062,9.535061728395062,9.404444444444444,9.531531531531531,9.663913913913914,9.796296296296296,9.662100456621005,9.662100456621005,9.662100456621005,9.796296296296296,9.796296296296296,9.796296296296296,9.796296296296296,9.796296296296296,9.796296296296296,9.796296296296296,9.660236625514404,9.796296296296296,9.796296296296296,9.796296296296296,9.796296296296296,9.796296296296296,9.796296296296296,9.796296296296296,9.10641627543036,9.236507936507936,3.3688620747444276,5.969618055555555,6.587164750957855,6.559259259259259,0.0,8.146393762183235,7.920409771473602,8.771102497846684,8.874291938997821,0.7964468533574225,0.9796296296296296,0.0,0.816358024691358,0.6997354497354498,0.0,0.5155945419103314
HEADACHE,8.675013850415512,8.557783933518005,9.618181818181819,8.750375939849624,9.778690629011553,9.899415204678363,10.280161943319838,10.550692520775623,10.839859649122808,10.691368421052632,10.691368421052632,10.835846372688478,10.986344238975818,10.984282624369142,10.984282624369142,10.984282624369142,10.984282624369142,11.136842105263158,11.136842105263158,11.136842105263158,11.136842105263158,11.136842105263158,11.136842105263158,11.136842105263158,10.982163742690059,11.136842105263158,11.136842105263158,11.136842105263158,11.136842105263158,11.136842105263158,11.136842105263158,11.136842105263158,10.666271312083024,10.500451127819549,3.8298642533936653,7.221546052631579,7.872595281306715,7.553684210526316,8.146393762183235,0.0,9.122732362821948,10.489351285189718,10.088668730650156,0.9959777492511768,0.6187134502923977,0.0,0.7733918128654971,0.7954887218045112,0.0,0.0
MUSCULAR WEAKNESS,8.411870100783874,8.648824188129899,9.592601547388782,9.11144883485309,9.74545926310327,10.143682689781981,10.245226404800873,10.514837625979844,10.655035460992908,10.655035460992908,10.655035460992908,10.799022426682,10.799022426682,10.946954240746138,10.946954240746138,10.946954240746138,10.946954240746138,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,11.098995271867611,10.462691039856159,10.612158054711246,3.7687493982863196,6.858710106382978,7.471203228173147,7.634042553191489,7.920409771473602,9.122732362821948,0.0,10.077436912419595,10.063579474342928,1.189586576716831,0.750354609929078,0.0,0.9379432624113475,0.964741641337386,0.964741641337386,0.4442889137737962
VOMITING,9.323867809057527,9.453365973072215,10.345137420718816,9.66611295681063,10.80204197390811,10.935400516795866,11.355992844364938,11.65483476132191,11.810232558139536,11.974263565891473,11.810232558139536,11.969830295411692,11.969830295411692,12.13380057343103,12.13380057343103,12.13380057343103,12.13380057343103,12.30232558139535,12.30232558139535,12.30232558139535,12.30232558139535,12.30232558139535,12.30232558139535,12.30232558139535,12.131459948320414,12.30232558139535,12.30232558139535,12.30232558139535,12.30232558139535,12.30232558139535,12.30232558139535,12.30232558139535,11.435964624959057,11.599335548172757,4.063664106071767,7.977289244186046,8.378307939053729,8.344186046511627,8.771102497846684,10.489351285189718,10.077436912419595,0.0,11.144459644322845,0.5000945358290793,0.6834625322997416,0.0,1.1960594315245479,0.8787375415282392,0.5272425249169436,0.0
PYREXIA,9.433560371517029,9.564582043343654,10.466844919786096,9.77983193277311,10.929124820659972,11.0640522875817,11.489592760180996,11.955727554179566,11.949176470588235,11.949176470588235,11.949176470588235,12.110651828298888,12.278855325914149,12.27655116841257,12.27655116841257,12.27655116841257,12.27655116841257,12.447058823529412,12.447058823529412,12.447058823529412,12.447058823529412,12.447058823529412,12.447058823529412,12.447058823529412,12.274183006535948,12.447058823529412,12.447058823529412,12.447058823529412,12.447058823529412,12.447058823529412,12.447058823529412,12.447058823529412,11.745816072908037,11.735798319327731,4.280436518498802,7.487683823529411,8.262271805273834,8.334117647058823,8.874291938997821,10.088668730650156,10.063579474342928,11.144459644322845,0.0,0.5059780009564802,0.9681045751633987,0.0,0.8643790849673203,0.8890756302521008,0.0,0.6551083591331269
DIZZINESS,0.2716302952503209,1.9919554985023535,0.2932372505543237,1.3312040263259775,0.9440809042236764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5973351400180669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8173490784681603,2.419207317073171,0.667367535744323,1.2715447154471544,0.7964468533574225,0.9959777492511768,1.189586576716831,0.5000945358290793,0.5059780009564802,0.0,2.7716350496838302,3.701965627251209,4.181345980126468,5.529616724738676,3.8092915214866436,0.45271715875053486
HYPOTENSION,0.0,2.2273684210526317,0.0,2.2391534391534393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21277023629964806,2.4796875,0.5067049808429118,0.5111111111111111,0.9796296296296296,0.6187134502923977,0.750354609929078,0.6834625322997416,0.9681045751633987,2.7716350496838302,0.0,4.612939521800281,5.06141975308642,5.373968253968254,3.526666666666667,0.46403508771929824
SYNCOPE,1.691672218520986,2.537508327781479,0.0,2.0726341169379143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3018196202531644,0.34635530336097775,0.0,0.0,0.0,0.0,0.0,0.0,3.701965627251209,4.612939521800281,0.0,4.09212376933896,4.591681735985533,6.3135623869801085,0.0
HYPONATRAEMIA,0.0,2.165497076023392,0.5009469696969697,2.2741402116402116,1.7920054200542006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0204475308641976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2633232780291603,4.362413194444445,0.7600574712643678,2.5555555555555554,0.816358024691358,0.7733918128654971,0.9379432624113475,1.1960594315245479,0.8643790849673203,4.181345980126468,5.06141975308642,4.09212376933896,0.0,9.026587301587302,6.087698412698413,0.0
COGNITIVE DISORDER,0.0,3.181954887218045,0.0,2.8789115646258505,1.843205574912892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0496031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5729799612152553,4.605133928571429,0.7817733990147783,2.6285714285714286,0.6997354497354498,0.7954887218045112,0.964741641337386,0.8787375415282392,0.8890756302521008,5.529616724738676,5.373968253968254,4.591681735985533,9.026587301587302,0.0,6.045714285714285,0.0
DRUG INTERACTION,1.909172932330827,2.386466165413534,0.0,1.7993197278911566,1.6588850174216028,0.5597883597883598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574660633484163,3.188169642857143,0.5211822660098522,1.5771428571428572,0.0,0.0,0.964741641337386,0.5272425249169436,0.0,3.8092915214866436,3.526666666666667,6.3135623869801085,6.087698412698413,6.045714285714285,0.0,0.5966165413533835
HEAD INJURY,0.0,0.0,0.6327751196172249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5039295070254822,0.0,0.48003629764065336,0.0,0.5155945419103314,0.0,0.4442889137737962,0.0,0.6551083591331269,0.45271715875053486,0.46403508771929824,0.0,0.0,0.0,0.5966165413533835,0.0
