,DYSARTHRIA,MOTOR DYSFUNCTION,FATIGUE,GASTROINTESTINAL DISORDER,AFFECT LABILITY,PNEUMONIA,COORDINATION ABNORMAL,APHASIA,CEREBROVASCULAR ACCIDENT,DYSPHAGIA,EATING DISORDER,CYSTITIS,NASOPHARYNGITIS,MUSCLE SPASTICITY,PSORIASIS,SKIN EXFOLIATION,SNEEZING,ADJUSTMENT DISORDER,CAROTID ARTERY THROMBOSIS,HEMIPARESIS,HEMIPLEGIA,INFLUENZA,INFLUENZA LIKE ILLNESS,NEUROLOGIC NEGLECT SYNDROME,PALPITATIONS,PERSONALITY DISORDER,RESPIRATORY TRACT CONGESTION,RHINORRHOEA,SENSORY LOSS,SINUS CONGESTION,SINUS DISORDER,SKIN HAEMORRHAGE,BLOOD PRESSURE INCREASED,COUGH,CONFUSIONAL STATE,NAUSEA,PAIN,ANXIETY,MALAISE,HEADACHE,MUSCULAR WEAKNESS,VOMITING,PYREXIA,DIZZINESS,HYPOTENSION,SYNCOPE,HYPONATRAEMIA,COGNITIVE DISORDER,DRUG INTERACTION,HEAD INJURY
HEMIPLEGIA,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,0.0,14.694444444444445,14.694444444444445,14.694444444444445,13.469907407407407,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFLUENZA,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,0.0,14.694444444444445,14.694444444444445,13.469907407407407,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFLUENZA LIKE ILLNESS,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,0.0,14.694444444444445,13.469907407407407,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEUROLOGIC NEGLECT SYNDROME,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,0.0,13.469907407407407,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALPITATIONS,10.208771929824561,10.36345029239766,11.35479797979798,11.545634920634921,11.827235772357724,11.973251028806585,12.433760683760683,12.760964912280702,12.931111111111111,12.931111111111111,12.931111111111111,13.105855855855856,13.105855855855856,13.285388127853881,13.285388127853881,13.285388127853881,13.486681887366819,13.469907407407407,13.469907407407407,13.469907407407407,13.469907407407407,13.469907407407407,13.469907407407407,13.469907407407407,0.0,13.469907407407407,13.469907407407407,13.469907407407407,13.469907407407407,13.469907407407407,13.469907407407407,13.469907407407407,13.65962441314554,14.06468253968254,4.388386123680242,8.150824652777779,8.994013409961687,9.2,9.660236625514404,10.982163742690059,11.098995271867611,12.131459948320414,12.274183006535948,0.5973351400180669,0.816358024691358,0.0,1.0204475308641976,1.0496031746031746,0.0,0.0
PERSONALITY DISORDER,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.469907407407407,0.0,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RESPIRATORY TRACT CONGESTION,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.469907407407407,14.694444444444445,0.0,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHINORRHOEA,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.469907407407407,14.694444444444445,14.694444444444445,0.0,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENSORY LOSS,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.469907407407407,14.694444444444445,14.694444444444445,14.694444444444445,0.0,14.694444444444445,14.694444444444445,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINUS CONGESTION,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.469907407407407,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,0.0,14.694444444444445,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINUS DISORDER,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.469907407407407,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,0.0,14.694444444444445,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIN HAEMORRHAGE,11.136842105263158,11.136842105263158,12.022727272727273,11.545634920634921,12.902439024390244,13.061728395061728,13.564102564102564,13.921052631578947,14.106666666666667,14.106666666666667,14.106666666666667,14.297297297297296,14.297297297297296,14.493150684931507,14.493150684931507,14.493150684931507,14.493150684931507,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,13.469907407407407,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,14.694444444444445,0.0,13.65962441314554,13.854761904761904,4.787330316742081,8.265625,9.120689655172415,9.2,9.796296296296296,11.136842105263158,11.098995271867611,12.30232558139535,12.447058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
