,DYSARTHRIA,MOTOR DYSFUNCTION,FATIGUE,GASTROINTESTINAL DISORDER,AFFECT LABILITY,PNEUMONIA,COORDINATION ABNORMAL,APHASIA,CEREBROVASCULAR ACCIDENT,DYSPHAGIA,EATING DISORDER,CYSTITIS,NASOPHARYNGITIS,MUSCLE SPASTICITY,PSORIASIS,SKIN EXFOLIATION,SNEEZING,ADJUSTMENT DISORDER,CAROTID ARTERY THROMBOSIS,HEMIPARESIS,HEMIPLEGIA,INFLUENZA,INFLUENZA LIKE ILLNESS,NEUROLOGIC NEGLECT SYNDROME,PALPITATIONS,PERSONALITY DISORDER,RESPIRATORY TRACT CONGESTION,RHINORRHOEA,SENSORY LOSS,SINUS CONGESTION,SINUS DISORDER,SKIN HAEMORRHAGE,BLOOD PRESSURE INCREASED,COUGH,CONFUSIONAL STATE,NAUSEA,PAIN,ANXIETY,MALAISE,HEADACHE,MUSCULAR WEAKNESS,VOMITING,PYREXIA,DIZZINESS,HYPOTENSION,SYNCOPE,HYPONATRAEMIA,COGNITIVE DISORDER,DRUG INTERACTION,HEAD INJURY
HEMIPLEGIA,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFLUENZA,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFLUENZA LIKE ILLNESS,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEUROLOGIC NEGLECT SYNDROME,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALPITATIONS,0.6534653465346535,0.67,0.7391304347826086,0.7333333333333333,0.75,0.7586206896551724,0.7857142857142857,0.8048780487804879,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.825,0.825,0.8354430379746836,0.8354430379746836,0.8354430379746836,0.8589743589743589,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8571428571428571,0.8933333333333333,0.2907488986784141,0.5503875968992248,0.6068376068376068,0.6260869565217392,0.6513761467889908,0.7395833333333334,0.7473684210526316,0.8160919540229885,0.8255813953488372,0.02631578947368421,0.03184713375796178,0.0,0.03597122302158273,0.0364963503649635,0.0,0.0
PERSONALITY DISORDER,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8461538461538461,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RESPIRATORY TRACT CONGESTION,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8461538461538461,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHINORRHOEA,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENSORY LOSS,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINUS CONGESTION,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINUS DISORDER,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIN HAEMORRHAGE,0.7578947368421053,0.7578947368421053,0.8181818181818182,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571,0.868421052631579,0.3257918552036199,0.5625,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7473684210526316,0.8372093023255814,0.8470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLOOD PRESSURE INCREASED,0.66,0.66,0.7282608695652174,0.7415730337078652,0.7586206896551724,0.7674418604651163,0.7951807228915663,0.8148148148148148,0.825,0.825,0.825,0.8354430379746836,0.8354430379746836,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.88,0.2920353982300885,0.49624060150375937,0.5583333333333333,0.55,0.584070796460177,0.6938775510204082,0.6666666666666666,0.7252747252747253,0.7528089887640449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
