,FALL,CONFUSIONAL STATE,NAUSEA,DIZZINESS,PAIN,ANXIETY,MALAISE,DYSARTHRIA,HEADACHE,MOTOR DYSFUNCTION,MUSCULAR WEAKNESS,HYPOTENSION,FATIGUE,VOMITING,PYREXIA,GASTROINTESTINAL DISORDER,AFFECT LABILITY,PNEUMONIA,COORDINATION ABNORMAL,SYNCOPE,APHASIA,CEREBROVASCULAR ACCIDENT,DYSPHAGIA,EATING DISORDER,CYSTITIS,NASOPHARYNGITIS,MUSCLE SPASTICITY,PSORIASIS,SKIN EXFOLIATION,SNEEZING,ADJUSTMENT DISORDER,CAROTID ARTERY THROMBOSIS,HEMIPARESIS,HEMIPLEGIA,HYPONATRAEMIA,INFLUENZA,INFLUENZA LIKE ILLNESS,NEUROLOGIC NEGLECT SYNDROME,PALPITATIONS,PERSONALITY DISORDER,RESPIRATORY TRACT CONGESTION,RHINORRHOEA,SENSORY LOSS,SINUS CONGESTION,SINUS DISORDER,SKIN HAEMORRHAGE,BLOOD PRESSURE INCREASED,HEAD INJURY,COUGH,DRUG INTERACTION
HEMIPLEGIA,0.06903163950143816,0.3333333333333333,0.5625,0.0,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7578947368421053,0.7578947368421053,0.7473684210526316,0.0,0.8181818181818182,0.8372093023255814,0.8470588235294118,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.0,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.868421052631579,0.0
HYPONATRAEMIA,0.06903163950143816,0.07063197026022305,0.2345679012345679,0.22012578616352202,0.03296703296703297,0.11976047904191617,0.034482758620689655,0.0,0.030864197530864196,0.0915032679738562,0.0375,0.2366412213740458,0.01910828025477707,0.046357615894039736,0.03289473684210526,0.09090909090909091,0.06944444444444445,0.0,0.0,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03597122302158273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25663716814159293
INFLUENZA,0.06903163950143816,0.3333333333333333,0.5625,0.0,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7578947368421053,0.7578947368421053,0.7473684210526316,0.0,0.8181818181818182,0.8372093023255814,0.8470588235294118,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.0,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.868421052631579,0.0
INFLUENZA LIKE ILLNESS,0.06903163950143816,0.3333333333333333,0.5625,0.0,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7578947368421053,0.7578947368421053,0.7473684210526316,0.0,0.8181818181818182,0.8372093023255814,0.8470588235294118,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.0,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.868421052631579,0.0
NEUROLOGIC NEGLECT SYNDROME,0.06903163950143816,0.3333333333333333,0.5625,0.0,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7578947368421053,0.7578947368421053,0.7473684210526316,0.0,0.8181818181818182,0.8372093023255814,0.8470588235294118,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.0,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8461538461538461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.868421052631579,0.0
PALPITATIONS,0.06903163950143816,0.2972972972972973,0.5503875968992248,0.026455026455026454,0.6068376068376068,0.6260869565217392,0.6513761467889908,0.6534653465346535,0.7395833333333334,0.67,0.7473684210526316,0.03184713375796178,0.7391304347826086,0.8160919540229885,0.8255813953488372,0.7333333333333333,0.75,0.7586206896551724,0.7857142857142857,0.0,0.8048780487804879,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.825,0.825,0.8354430379746836,0.8354430379746836,0.8354430379746836,0.8589743589743589,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.03597122302158273,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8571428571428571,0.0,0.8933333333333333,0.0
PERSONALITY DISORDER,0.06903163950143816,0.3333333333333333,0.5625,0.0,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7578947368421053,0.7578947368421053,0.7473684210526316,0.0,0.8181818181818182,0.8372093023255814,0.8470588235294118,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.0,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8461538461538461,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.868421052631579,0.0
RESPIRATORY TRACT CONGESTION,0.06903163950143816,0.3333333333333333,0.5625,0.0,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7578947368421053,0.7578947368421053,0.7473684210526316,0.0,0.8181818181818182,0.8372093023255814,0.8470588235294118,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.0,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8461538461538461,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.868421052631579,0.0
RHINORRHOEA,0.06903163950143816,0.3333333333333333,0.5625,0.0,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7578947368421053,0.7578947368421053,0.7473684210526316,0.0,0.8181818181818182,0.8372093023255814,0.8470588235294118,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.0,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.868421052631579,0.0
SENSORY LOSS,0.06903163950143816,0.3333333333333333,0.5625,0.0,0.6206896551724138,0.6260869565217392,0.6666666666666666,0.7578947368421053,0.7578947368421053,0.7578947368421053,0.7473684210526316,0.0,0.8181818181818182,0.8372093023255814,0.8470588235294118,0.7333333333333333,0.8780487804878049,0.8888888888888888,0.9230769230769231,0.0,0.9473684210526315,0.96,0.96,0.96,0.972972972972973,0.972972972972973,0.9863013698630136,0.9863013698630136,0.9863013698630136,0.9863013698630136,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.868421052631579,0.0
